Sample1	Sample2	Genome	Noise	Resolution	Score
Encode_hg38_SK-N-MC_HindIII_Rep1	Encode_hg38_SK-N-MC_HindIII_Rep2	hg38	0	1000000	0.913756740377
Encode_hg38_SK-N-MC_HindIII_Rep1	Encode_hg38_SK-N-MC_HindIII_Rep2	hg38	1	40000	0.158097492248
Encode_hg38_SK-N-MC_HindIII_Rep1	Encode_hg38_SK-N-MC_HindIII_Rep2	hg38	1	200000	0.59292324608
Encode_hg38_SK-N-MC_HindIII_Rep1	Encode_hg38_SK-N-MC_HindIII_Rep2	hg38	1	1000000	0.913770581276
Encode_hg38_SK-N-MC_HindIII_Rep1	Encode_hg38_SK-N-MC_HindIII_Rep2	hg38	5	40000	0.157781994621
Encode_hg38_SK-N-MC_HindIII_Rep1	Encode_hg38_SK-N-MC_HindIII_Rep2	hg38	5	200000	0.592702104113
Encode_hg38_SK-N-MC_HindIII_Rep1	Encode_hg38_SK-N-MC_HindIII_Rep2	hg38	5	1000000	0.913829686853
Encode_hg38_SK-N-MC_HindIII_Rep1	Encode_hg38_SK-N-MC_HindIII_Rep2	hg38	10	40000	0.157368113853
Encode_hg38_SK-N-MC_HindIII_Rep1	Encode_hg38_SK-N-MC_HindIII_Rep2	hg38	10	200000	0.592271448467
Encode_hg38_SK-N-MC_HindIII_Rep1	Encode_hg38_SK-N-MC_HindIII_Rep2	hg38	10	1000000	0.913876264754
Encode_hg38_SK-N-MC_HindIII_Rep1	Encode_hg38_SK-N-MC_HindIII_Rep2	hg38	20	40000	0.156542630551
Encode_hg38_SK-N-MC_HindIII_Rep1	Encode_hg38_SK-N-MC_HindIII_Rep2	hg38	20	200000	0.591487187884
Encode_hg38_SK-N-MC_HindIII_Rep1	Encode_hg38_SK-N-MC_HindIII_Rep2	hg38	20	1000000	0.914036568639
Encode_hg38_SK-N-MC_HindIII_Rep1	Encode_hg38_SK-N-MC_HindIII_Rep2	hg38	50	40000	0.153787253279
Encode_hg38_SK-N-MC_HindIII_Rep1	Encode_hg38_SK-N-MC_HindIII_Rep2	hg38	50	200000	0.589159207368
Encode_hg38_SK-N-MC_HindIII_Rep1	Encode_hg38_SK-N-MC_HindIII_Rep2	hg38	50	1000000	0.914276443059
Encode_hg38_SK-N-MC_HindIII_Rep1	Encode_hg38_SK-N-MC_HindIII_Rep2	hg38	100	40000	0.149293694188
Encode_hg38_SK-N-MC_HindIII_Rep1	Encode_hg38_SK-N-MC_HindIII_Rep2	hg38	100	200000	0.584488493871
Encode_hg38_SK-N-MC_HindIII_Rep1	Encode_hg38_SK-N-MC_HindIII_Rep2	hg38	100	1000000	0.914933882323
Encode_hg38_SK-N-MC_HindIII_Rep1	Encode_hg38_SK-N-MC_HindIII_Rep2	hg38	200	40000	0.138777963818
Encode_hg38_SK-N-MC_HindIII_Rep1	Encode_hg38_SK-N-MC_HindIII_Rep2	hg38	200	200000	0.572729198153
Encode_hg38_SK-N-MC_HindIII_Rep1	Encode_hg38_SK-N-MC_HindIII_Rep2	hg38	200	1000000	0.915279000192
Encode_hg38_SK-N-MC_HindIII_Rep1	Encode_hg38_SK-N-MC_HindIII_Rep2	hg38	350	40000	0.121000382443
Encode_hg38_SK-N-MC_HindIII_Rep1	Encode_hg38_SK-N-MC_HindIII_Rep2	hg38	350	200000	0.547302264678
Encode_hg38_SK-N-MC_HindIII_Rep1	Encode_hg38_SK-N-MC_HindIII_Rep2	hg38	350	1000000	0.915527318711
Encode_hg38_SK-N-MC_HindIII_Rep1	Encode_hg38_SK-N-MC_HindIII_Rep2	hg38	500	40000	0.0992843680105
Encode_hg38_SK-N-MC_HindIII_Rep1	Encode_hg38_SK-N-MC_HindIII_Rep2	hg38	500	200000	0.504141184644
Encode_hg38_SK-N-MC_HindIII_Rep1	Encode_hg38_SK-N-MC_HindIII_Rep2	hg38	500	1000000	0.912939253103
Encode_hg38_SK-N-MC_HindIII_Rep1	Encode_hg38_SK-N-MC_HindIII_Rep2	hg38	750	40000	0.0547407255605
Encode_hg38_SK-N-MC_HindIII_Rep1	Encode_hg38_SK-N-MC_HindIII_Rep2	hg38	750	200000	0.353908768639
Encode_hg38_SK-N-MC_HindIII_Rep1	Encode_hg38_SK-N-MC_HindIII_Rep2	hg38	750	1000000	0.878106866054
Encode_hg38_SK-N-MC_HindIII_Rep2	Encode_hg38_SK-N-MC_HindIII_Rep1	hg38	0	40000	0.158190383819
Encode_hg38_SK-N-MC_HindIII_Rep2	Encode_hg38_SK-N-MC_HindIII_Rep1	hg38	0	200000	0.593024773824
Encode_hg38_SK-N-MC_HindIII_Rep2	Encode_hg38_SK-N-MC_HindIII_Rep1	hg38	0	1000000	0.913756740377
Encode_hg38_SK-N-MC_HindIII_Rep2	Encode_hg38_SK-N-MC_HindIII_Rep1	hg38	1	40000	0.158073749825
Encode_hg38_SK-N-MC_HindIII_Rep2	Encode_hg38_SK-N-MC_HindIII_Rep1	hg38	1	200000	0.592782105023
Encode_hg38_SK-N-MC_HindIII_Rep2	Encode_hg38_SK-N-MC_HindIII_Rep1	hg38	1	1000000	0.913678634125
Encode_hg38_SK-N-MC_HindIII_Rep2	Encode_hg38_SK-N-MC_HindIII_Rep1	hg38	5	40000	0.157455699708
Encode_hg38_SK-N-MC_HindIII_Rep2	Encode_hg38_SK-N-MC_HindIII_Rep1	hg38	5	200000	0.591711732641
Encode_hg38_SK-N-MC_HindIII_Rep2	Encode_hg38_SK-N-MC_HindIII_Rep1	hg38	5	1000000	0.913349511337
Encode_hg38_SK-N-MC_HindIII_Rep2	Encode_hg38_SK-N-MC_HindIII_Rep1	hg38	10	40000	0.156667969381
Encode_hg38_SK-N-MC_HindIII_Rep2	Encode_hg38_SK-N-MC_HindIII_Rep1	hg38	10	200000	0.590265654465
Encode_hg38_SK-N-MC_HindIII_Rep2	Encode_hg38_SK-N-MC_HindIII_Rep1	hg38	10	1000000	0.912985311398
Encode_hg38_SK-N-MC_HindIII_Rep2	Encode_hg38_SK-N-MC_HindIII_Rep1	hg38	20	40000	0.155219892596
Encode_hg38_SK-N-MC_HindIII_Rep2	Encode_hg38_SK-N-MC_HindIII_Rep1	hg38	20	200000	0.587420156321
Encode_hg38_SK-N-MC_HindIII_Rep2	Encode_hg38_SK-N-MC_HindIII_Rep1	hg38	20	1000000	0.912319813796
Encode_hg38_SK-N-MC_HindIII_Rep2	Encode_hg38_SK-N-MC_HindIII_Rep1	hg38	50	40000	0.150842101701
Encode_hg38_SK-N-MC_HindIII_Rep2	Encode_hg38_SK-N-MC_HindIII_Rep1	hg38	50	200000	0.578293978977
Encode_hg38_SK-N-MC_HindIII_Rep2	Encode_hg38_SK-N-MC_HindIII_Rep1	hg38	50	1000000	0.910019421485
Encode_hg38_SK-N-MC_HindIII_Rep2	Encode_hg38_SK-N-MC_HindIII_Rep1	hg38	100	40000	0.143466870089
Encode_hg38_SK-N-MC_HindIII_Rep2	Encode_hg38_SK-N-MC_HindIII_Rep1	hg38	100	200000	0.562351059995
Encode_hg38_SK-N-MC_HindIII_Rep2	Encode_hg38_SK-N-MC_HindIII_Rep1	hg38	100	1000000	0.905241882008
Encode_hg38_SK-N-MC_HindIII_Rep2	Encode_hg38_SK-N-MC_HindIII_Rep1	hg38	200	40000	0.129898715942
Encode_hg38_SK-N-MC_HindIII_Rep2	Encode_hg38_SK-N-MC_HindIII_Rep1	hg38	200	200000	0.526047959264
Encode_hg38_SK-N-MC_HindIII_Rep2	Encode_hg38_SK-N-MC_HindIII_Rep1	hg38	200	1000000	0.896420704127
Encode_hg38_SK-N-MC_HindIII_Rep2	Encode_hg38_SK-N-MC_HindIII_Rep1	hg38	350	40000	0.107237568866
Encode_hg38_SK-N-MC_HindIII_Rep2	Encode_hg38_SK-N-MC_HindIII_Rep1	hg38	350	200000	0.462667124941
Encode_hg38_SK-N-MC_HindIII_Rep2	Encode_hg38_SK-N-MC_HindIII_Rep1	hg38	350	1000000	0.877999088269
Encode_hg38_SK-N-MC_HindIII_Rep2	Encode_hg38_SK-N-MC_HindIII_Rep1	hg38	500	40000	0.084298711805
Encode_hg38_SK-N-MC_HindIII_Rep2	Encode_hg38_SK-N-MC_HindIII_Rep1	hg38	500	200000	0.382479730471
Encode_hg38_SK-N-MC_HindIII_Rep2	Encode_hg38_SK-N-MC_HindIII_Rep1	hg38	500	1000000	0.850841423435
Encode_hg38_SK-N-MC_HindIII_Rep2	Encode_hg38_SK-N-MC_HindIII_Rep1	hg38	750	40000	0.0457045423703
Encode_hg38_SK-N-MC_HindIII_Rep2	Encode_hg38_SK-N-MC_HindIII_Rep1	hg38	750	200000	0.20965506625
Encode_hg38_SK-N-MC_HindIII_Rep2	Encode_hg38_SK-N-MC_HindIII_Rep1	hg38	750	1000000	0.747171405119
Encode_hg38_T47D_HindIII_Rep1	Encode_hg38_T47D_HindIII_Rep2	hg38	0	40000	0.655839832484
Encode_hg38_T47D_HindIII_Rep1	Encode_hg38_T47D_HindIII_Rep2	hg38	0	200000	0.945748580722
Encode_hg38_T47D_HindIII_Rep1	Encode_hg38_T47D_HindIII_Rep2	hg38	0	1000000	0.988857806426
Encode_hg38_T47D_HindIII_Rep1	Encode_hg38_T47D_HindIII_Rep2	hg38	1	40000	0.655663714336
Encode_hg38_T47D_HindIII_Rep1	Encode_hg38_T47D_HindIII_Rep2	hg38	1	200000	0.945732472937
Encode_hg38_T47D_HindIII_Rep1	Encode_hg38_T47D_HindIII_Rep2	hg38	1	1000000	0.988853590942
Encode_hg38_T47D_HindIII_Rep1	Encode_hg38_T47D_HindIII_Rep2	hg38	5	40000	0.654988397075
Encode_hg38_T47D_HindIII_Rep1	Encode_hg38_T47D_HindIII_Rep2	hg38	5	200000	0.945618089929
Encode_hg38_T47D_HindIII_Rep1	Encode_hg38_T47D_HindIII_Rep2	hg38	5	1000000	0.988821414085
Encode_hg38_T47D_HindIII_Rep1	Encode_hg38_T47D_HindIII_Rep2	hg38	10	40000	0.654152589746
Encode_hg38_T47D_HindIII_Rep1	Encode_hg38_T47D_HindIII_Rep2	hg38	10	200000	0.945481597626
Encode_hg38_T47D_HindIII_Rep1	Encode_hg38_T47D_HindIII_Rep2	hg38	10	1000000	0.988789933982
Encode_hg38_T47D_HindIII_Rep1	Encode_hg38_T47D_HindIII_Rep2	hg38	20	40000	0.652483208023
Encode_hg38_T47D_HindIII_Rep1	Encode_hg38_T47D_HindIII_Rep2	hg38	20	200000	0.945248923307
Encode_hg38_T47D_HindIII_Rep1	Encode_hg38_T47D_HindIII_Rep2	hg38	20	1000000	0.988703801482
Encode_hg38_T47D_HindIII_Rep1	Encode_hg38_T47D_HindIII_Rep2	hg38	50	40000	0.647335592032
Encode_hg38_T47D_HindIII_Rep1	Encode_hg38_T47D_HindIII_Rep2	hg38	50	200000	0.94439719794
Encode_hg38_T47D_HindIII_Rep1	Encode_hg38_T47D_HindIII_Rep2	hg38	50	1000000	0.98848027987
Encode_hg38_T47D_HindIII_Rep1	Encode_hg38_T47D_HindIII_Rep2	hg38	100	40000	0.637806105651
Encode_hg38_T47D_HindIII_Rep1	Encode_hg38_T47D_HindIII_Rep2	hg38	100	200000	0.942708980602
Encode_hg38_T47D_HindIII_Rep1	Encode_hg38_T47D_HindIII_Rep2	hg38	100	1000000	0.988123282478
Encode_hg38_T47D_HindIII_Rep1	Encode_hg38_T47D_HindIII_Rep2	hg38	200	40000	0.615905438113
Encode_hg38_T47D_HindIII_Rep1	Encode_hg38_T47D_HindIII_Rep2	hg38	200	200000	0.938475352164
Encode_hg38_T47D_HindIII_Rep1	Encode_hg38_T47D_HindIII_Rep2	hg38	200	1000000	0.987517595672
Encode_hg38_T47D_HindIII_Rep1	Encode_hg38_T47D_HindIII_Rep2	hg38	350	40000	0.571639559833
Encode_hg38_T47D_HindIII_Rep1	Encode_hg38_T47D_HindIII_Rep2	hg38	350	200000	0.928899106107
Encode_hg38_T47D_HindIII_Rep1	Encode_hg38_T47D_HindIII_Rep2	hg38	350	1000000	0.985595668757
Encode_hg38_T47D_HindIII_Rep1	Encode_hg38_T47D_HindIII_Rep2	hg38	500	40000	0.507806900819
Encode_hg38_T47D_HindIII_Rep1	Encode_hg38_T47D_HindIII_Rep2	hg38	500	200000	0.912121894484
Encode_hg38_T47D_HindIII_Rep1	Encode_hg38_T47D_HindIII_Rep2	hg38	500	1000000	0.981819009448
Encode_hg38_T47D_HindIII_Rep1	Encode_hg38_T47D_HindIII_Rep2	hg38	750	40000	0.329596804066
Encode_hg38_T47D_HindIII_Rep1	Encode_hg38_T47D_HindIII_Rep2	hg38	750	200000	0.832144851683
Encode_hg38_T47D_HindIII_Rep1	Encode_hg38_T47D_HindIII_Rep2	hg38	750	1000000	0.960702396729
Encode_hg38_T47D_HindIII_Rep2	Encode_hg38_T47D_HindIII_Rep1	hg38	0	40000	0.655839832484
Encode_hg38_T47D_HindIII_Rep2	Encode_hg38_T47D_HindIII_Rep1	hg38	0	200000	0.945748580722
Encode_hg38_T47D_HindIII_Rep2	Encode_hg38_T47D_HindIII_Rep1	hg38	0	1000000	0.988857806426
Encode_hg38_T47D_HindIII_Rep2	Encode_hg38_T47D_HindIII_Rep1	hg38	1	40000	0.655680492832
Encode_hg38_T47D_HindIII_Rep2	Encode_hg38_T47D_HindIII_Rep1	hg38	1	200000	0.945720247604
Encode_hg38_T47D_HindIII_Rep2	Encode_hg38_T47D_HindIII_Rep1	hg38	1	1000000	0.988854332034
Encode_hg38_T47D_HindIII_Rep2	Encode_hg38_T47D_HindIII_Rep1	hg38	5	40000	0.655031171786
Encode_hg38_T47D_HindIII_Rep2	Encode_hg38_T47D_HindIII_Rep1	hg38	5	200000	0.945570594001
Encode_hg38_T47D_HindIII_Rep2	Encode_hg38_T47D_HindIII_Rep1	hg38	5	1000000	0.988837521487
Encode_hg38_T47D_HindIII_Rep2	Encode_hg38_T47D_HindIII_Rep1	hg38	10	40000	0.65415822418
Encode_hg38_T47D_HindIII_Rep2	Encode_hg38_T47D_HindIII_Rep1	hg38	10	200000	0.945437805426
Encode_hg38_T47D_HindIII_Rep2	Encode_hg38_T47D_HindIII_Rep1	hg38	10	1000000	0.988810507946
Encode_hg38_T47D_HindIII_Rep2	Encode_hg38_T47D_HindIII_Rep1	hg38	20	40000	0.652350043917
Encode_hg38_T47D_HindIII_Rep2	Encode_hg38_T47D_HindIII_Rep1	hg38	20	200000	0.945090773309
Encode_hg38_T47D_HindIII_Rep2	Encode_hg38_T47D_HindIII_Rep1	hg38	20	1000000	0.98874173511
Encode_hg38_T47D_HindIII_Rep2	Encode_hg38_T47D_HindIII_Rep1	hg38	50	40000	0.64688241599
Encode_hg38_T47D_HindIII_Rep2	Encode_hg38_T47D_HindIII_Rep1	hg38	50	200000	0.944074521548
Encode_hg38_T47D_HindIII_Rep2	Encode_hg38_T47D_HindIII_Rep1	hg38	50	1000000	0.988504493714
Encode_hg38_T47D_HindIII_Rep2	Encode_hg38_T47D_HindIII_Rep1	hg38	100	40000	0.636948480931
Encode_hg38_T47D_HindIII_Rep2	Encode_hg38_T47D_HindIII_Rep1	hg38	100	200000	0.942201538473
Encode_hg38_T47D_HindIII_Rep2	Encode_hg38_T47D_HindIII_Rep1	hg38	100	1000000	0.98813155801
Encode_hg38_T47D_HindIII_Rep2	Encode_hg38_T47D_HindIII_Rep1	hg38	200	40000	0.613848922738
Encode_hg38_T47D_HindIII_Rep2	Encode_hg38_T47D_HindIII_Rep1	hg38	200	200000	0.937127666559
Encode_hg38_T47D_HindIII_Rep2	Encode_hg38_T47D_HindIII_Rep1	hg38	200	1000000	0.98710780012
Encode_hg38_T47D_HindIII_Rep2	Encode_hg38_T47D_HindIII_Rep1	hg38	350	40000	0.567867676859
Encode_hg38_T47D_HindIII_Rep2	Encode_hg38_T47D_HindIII_Rep1	hg38	350	200000	0.926041086201
Encode_hg38_T47D_HindIII_Rep2	Encode_hg38_T47D_HindIII_Rep1	hg38	350	1000000	0.984570732412
Encode_hg38_T47D_HindIII_Rep2	Encode_hg38_T47D_HindIII_Rep1	hg38	500	40000	0.50251737332
Encode_hg38_T47D_HindIII_Rep2	Encode_hg38_T47D_HindIII_Rep1	hg38	500	200000	0.906988706869
Encode_hg38_T47D_HindIII_Rep2	Encode_hg38_T47D_HindIII_Rep1	hg38	500	1000000	0.979682039993
Encode_hg38_T47D_HindIII_Rep2	Encode_hg38_T47D_HindIII_Rep1	hg38	750	40000	0.322627608726
Encode_hg38_T47D_HindIII_Rep2	Encode_hg38_T47D_HindIII_Rep1	hg38	750	200000	0.818053956725
Encode_hg38_T47D_HindIII_Rep2	Encode_hg38_T47D_HindIII_Rep1	hg38	750	1000000	0.954892563163
GSE35156_hg38_H1-ES_HindIII_Rep1	GSE35156_hg38_H1-ES_HindIII_Rep2	hg38	0	40000	0.262792418725
GSE35156_hg38_H1-ES_HindIII_Rep1	GSE35156_hg38_H1-ES_HindIII_Rep2	hg38	0	200000	0.670869660387
GSE35156_hg38_H1-ES_HindIII_Rep1	GSE35156_hg38_H1-ES_HindIII_Rep2	hg38	0	1000000	0.921001223955
GSE35156_hg38_H1-ES_HindIII_Rep1	GSE35156_hg38_H1-ES_HindIII_Rep2	hg38	1	40000	0.262775026097
GSE35156_hg38_H1-ES_HindIII_Rep1	GSE35156_hg38_H1-ES_HindIII_Rep2	hg38	1	200000	0.670868252043
GSE35156_hg38_H1-ES_HindIII_Rep1	GSE35156_hg38_H1-ES_HindIII_Rep2	hg38	1	1000000	0.920985910358
GSE35156_hg38_H1-ES_HindIII_Rep1	GSE35156_hg38_H1-ES_HindIII_Rep2	hg38	5	40000	0.262694149959
GSE35156_hg38_H1-ES_HindIII_Rep1	GSE35156_hg38_H1-ES_HindIII_Rep2	hg38	5	200000	0.670854387223
GSE35156_hg38_H1-ES_HindIII_Rep1	GSE35156_hg38_H1-ES_HindIII_Rep2	hg38	5	1000000	0.921032399026
GSE35156_hg38_H1-ES_HindIII_Rep1	GSE35156_hg38_H1-ES_HindIII_Rep2	hg38	10	40000	0.262632234391
GSE35156_hg38_H1-ES_HindIII_Rep1	GSE35156_hg38_H1-ES_HindIII_Rep2	hg38	10	200000	0.670888018135
GSE35156_hg38_H1-ES_HindIII_Rep1	GSE35156_hg38_H1-ES_HindIII_Rep2	hg38	10	1000000	0.921075287243
GSE35156_hg38_H1-ES_HindIII_Rep1	GSE35156_hg38_H1-ES_HindIII_Rep2	hg38	20	40000	0.262468229974
GSE35156_hg38_H1-ES_HindIII_Rep1	GSE35156_hg38_H1-ES_HindIII_Rep2	hg38	20	200000	0.67094631281
GSE35156_hg38_H1-ES_HindIII_Rep1	GSE35156_hg38_H1-ES_HindIII_Rep2	hg38	20	1000000	0.921143606829
GSE35156_hg38_H1-ES_HindIII_Rep1	GSE35156_hg38_H1-ES_HindIII_Rep2	hg38	50	40000	0.261929976758
GSE35156_hg38_H1-ES_HindIII_Rep1	GSE35156_hg38_H1-ES_HindIII_Rep2	hg38	50	200000	0.67120901803
GSE35156_hg38_H1-ES_HindIII_Rep1	GSE35156_hg38_H1-ES_HindIII_Rep2	hg38	50	1000000	0.921493076139
GSE35156_hg38_H1-ES_HindIII_Rep1	GSE35156_hg38_H1-ES_HindIII_Rep2	hg38	100	40000	0.260713709956
GSE35156_hg38_H1-ES_HindIII_Rep1	GSE35156_hg38_H1-ES_HindIII_Rep2	hg38	100	200000	0.671490686155
GSE35156_hg38_H1-ES_HindIII_Rep1	GSE35156_hg38_H1-ES_HindIII_Rep2	hg38	100	1000000	0.921890747966
GSE35156_hg38_H1-ES_HindIII_Rep1	GSE35156_hg38_H1-ES_HindIII_Rep2	hg38	200	40000	0.257613394911
GSE35156_hg38_H1-ES_HindIII_Rep1	GSE35156_hg38_H1-ES_HindIII_Rep2	hg38	200	200000	0.672308643129
GSE35156_hg38_H1-ES_HindIII_Rep1	GSE35156_hg38_H1-ES_HindIII_Rep2	hg38	200	1000000	0.922848600939
GSE35156_hg38_H1-ES_HindIII_Rep1	GSE35156_hg38_H1-ES_HindIII_Rep2	hg38	350	40000	0.251419726699
GSE35156_hg38_H1-ES_HindIII_Rep1	GSE35156_hg38_H1-ES_HindIII_Rep2	hg38	350	200000	0.672927266576
GSE35156_hg38_H1-ES_HindIII_Rep1	GSE35156_hg38_H1-ES_HindIII_Rep2	hg38	350	1000000	0.924506654108
GSE35156_hg38_H1-ES_HindIII_Rep1	GSE35156_hg38_H1-ES_HindIII_Rep2	hg38	500	40000	0.240394684313
GSE35156_hg38_H1-ES_HindIII_Rep1	GSE35156_hg38_H1-ES_HindIII_Rep2	hg38	500	200000	0.671993226213
GSE35156_hg38_H1-ES_HindIII_Rep1	GSE35156_hg38_H1-ES_HindIII_Rep2	hg38	500	1000000	0.926777007068
GSE35156_hg38_H1-ES_HindIII_Rep1	GSE35156_hg38_H1-ES_HindIII_Rep2	hg38	750	40000	0.193775234813
GSE35156_hg38_H1-ES_HindIII_Rep1	GSE35156_hg38_H1-ES_HindIII_Rep2	hg38	750	200000	0.65212530338
GSE35156_hg38_H1-ES_HindIII_Rep1	GSE35156_hg38_H1-ES_HindIII_Rep2	hg38	750	1000000	0.930144704709
GSE35156_hg38_H1-ES_HindIII_Rep2	GSE35156_hg38_H1-ES_HindIII_Rep1	hg38	0	40000	0.262792418725
GSE35156_hg38_H1-ES_HindIII_Rep2	GSE35156_hg38_H1-ES_HindIII_Rep1	hg38	0	200000	0.670869660387
GSE35156_hg38_H1-ES_HindIII_Rep2	GSE35156_hg38_H1-ES_HindIII_Rep1	hg38	0	1000000	0.921001223955
GSE35156_hg38_H1-ES_HindIII_Rep2	GSE35156_hg38_H1-ES_HindIII_Rep1	hg38	1	40000	0.262691991008
GSE35156_hg38_H1-ES_HindIII_Rep2	GSE35156_hg38_H1-ES_HindIII_Rep1	hg38	1	200000	0.670731412934
GSE35156_hg38_H1-ES_HindIII_Rep2	GSE35156_hg38_H1-ES_HindIII_Rep1	hg38	1	1000000	0.920981966339
GSE35156_hg38_H1-ES_HindIII_Rep2	GSE35156_hg38_H1-ES_HindIII_Rep1	hg38	5	40000	0.262205926422
GSE35156_hg38_H1-ES_HindIII_Rep2	GSE35156_hg38_H1-ES_HindIII_Rep1	hg38	5	200000	0.670137920538
GSE35156_hg38_H1-ES_HindIII_Rep2	GSE35156_hg38_H1-ES_HindIII_Rep1	hg38	5	1000000	0.920813811771
GSE35156_hg38_H1-ES_HindIII_Rep2	GSE35156_hg38_H1-ES_HindIII_Rep1	hg38	10	40000	0.261764960949
GSE35156_hg38_H1-ES_HindIII_Rep2	GSE35156_hg38_H1-ES_HindIII_Rep1	hg38	10	200000	0.669425047286
GSE35156_hg38_H1-ES_HindIII_Rep2	GSE35156_hg38_H1-ES_HindIII_Rep1	hg38	10	1000000	0.920656925088
GSE35156_hg38_H1-ES_HindIII_Rep2	GSE35156_hg38_H1-ES_HindIII_Rep1	hg38	20	40000	0.260725471401
GSE35156_hg38_H1-ES_HindIII_Rep2	GSE35156_hg38_H1-ES_HindIII_Rep1	hg38	20	200000	0.667813745716
GSE35156_hg38_H1-ES_HindIII_Rep2	GSE35156_hg38_H1-ES_HindIII_Rep1	hg38	20	1000000	0.920318030893
GSE35156_hg38_H1-ES_HindIII_Rep2	GSE35156_hg38_H1-ES_HindIII_Rep1	hg38	50	40000	0.257460938801
GSE35156_hg38_H1-ES_HindIII_Rep2	GSE35156_hg38_H1-ES_HindIII_Rep1	hg38	50	200000	0.663166791084
GSE35156_hg38_H1-ES_HindIII_Rep2	GSE35156_hg38_H1-ES_HindIII_Rep1	hg38	50	1000000	0.919228203037
GSE35156_hg38_H1-ES_HindIII_Rep2	GSE35156_hg38_H1-ES_HindIII_Rep1	hg38	100	40000	0.251748245178
GSE35156_hg38_H1-ES_HindIII_Rep2	GSE35156_hg38_H1-ES_HindIII_Rep1	hg38	100	200000	0.65542824715
GSE35156_hg38_H1-ES_HindIII_Rep2	GSE35156_hg38_H1-ES_HindIII_Rep1	hg38	100	1000000	0.917407009818
GSE35156_hg38_H1-ES_HindIII_Rep2	GSE35156_hg38_H1-ES_HindIII_Rep1	hg38	200	40000	0.239437300447
GSE35156_hg38_H1-ES_HindIII_Rep2	GSE35156_hg38_H1-ES_HindIII_Rep1	hg38	200	200000	0.637879221252
GSE35156_hg38_H1-ES_HindIII_Rep2	GSE35156_hg38_H1-ES_HindIII_Rep1	hg38	200	1000000	0.912353982164
GSE35156_hg38_H1-ES_HindIII_Rep2	GSE35156_hg38_H1-ES_HindIII_Rep1	hg38	350	40000	0.217129616866
GSE35156_hg38_H1-ES_HindIII_Rep2	GSE35156_hg38_H1-ES_HindIII_Rep1	hg38	350	200000	0.601749354564
GSE35156_hg38_H1-ES_HindIII_Rep2	GSE35156_hg38_H1-ES_HindIII_Rep1	hg38	350	1000000	0.902774020874
GSE35156_hg38_H1-ES_HindIII_Rep2	GSE35156_hg38_H1-ES_HindIII_Rep1	hg38	500	40000	0.189640762778
GSE35156_hg38_H1-ES_HindIII_Rep2	GSE35156_hg38_H1-ES_HindIII_Rep1	hg38	500	200000	0.551328666623
GSE35156_hg38_H1-ES_HindIII_Rep2	GSE35156_hg38_H1-ES_HindIII_Rep1	hg38	500	1000000	0.888057900579
GSE35156_hg38_H1-ES_HindIII_Rep2	GSE35156_hg38_H1-ES_HindIII_Rep1	hg38	750	40000	0.124084794295
GSE35156_hg38_H1-ES_HindIII_Rep2	GSE35156_hg38_H1-ES_HindIII_Rep1	hg38	750	200000	0.392008096249
GSE35156_hg38_H1-ES_HindIII_Rep2	GSE35156_hg38_H1-ES_HindIII_Rep1	hg38	750	1000000	0.825060490707
GSE35156_hg38_IMR90_HindIII_Rep1	GSE35156_hg38_IMR90_HindIII_Rep2	hg38	0	40000	0.80811722055
GSE35156_hg38_IMR90_HindIII_Rep1	GSE35156_hg38_IMR90_HindIII_Rep2	hg38	0	200000	0.953338372536
GSE35156_hg38_IMR90_HindIII_Rep1	GSE35156_hg38_IMR90_HindIII_Rep2	hg38	0	1000000	0.976495799489
GSE35156_hg38_IMR90_HindIII_Rep1	GSE35156_hg38_IMR90_HindIII_Rep2	hg38	1	40000	0.808023177481
GSE35156_hg38_IMR90_HindIII_Rep1	GSE35156_hg38_IMR90_HindIII_Rep2	hg38	1	200000	0.953325750767
GSE35156_hg38_IMR90_HindIII_Rep1	GSE35156_hg38_IMR90_HindIII_Rep2	hg38	1	1000000	0.976503300664
GSE35156_hg38_IMR90_HindIII_Rep1	GSE35156_hg38_IMR90_HindIII_Rep2	hg38	5	40000	0.807642255468
GSE35156_hg38_IMR90_HindIII_Rep1	GSE35156_hg38_IMR90_HindIII_Rep2	hg38	5	200000	0.953260240036
GSE35156_hg38_IMR90_HindIII_Rep1	GSE35156_hg38_IMR90_HindIII_Rep2	hg38	5	1000000	0.976492350823
GSE35156_hg38_IMR90_HindIII_Rep1	GSE35156_hg38_IMR90_HindIII_Rep2	hg38	10	40000	0.807153274757
GSE35156_hg38_IMR90_HindIII_Rep1	GSE35156_hg38_IMR90_HindIII_Rep2	hg38	10	200000	0.953187981474
GSE35156_hg38_IMR90_HindIII_Rep1	GSE35156_hg38_IMR90_HindIII_Rep2	hg38	10	1000000	0.976492399201
GSE35156_hg38_IMR90_HindIII_Rep1	GSE35156_hg38_IMR90_HindIII_Rep2	hg38	20	40000	0.806181263172
GSE35156_hg38_IMR90_HindIII_Rep1	GSE35156_hg38_IMR90_HindIII_Rep2	hg38	20	200000	0.953028433551
GSE35156_hg38_IMR90_HindIII_Rep1	GSE35156_hg38_IMR90_HindIII_Rep2	hg38	20	1000000	0.97645654627
GSE35156_hg38_IMR90_HindIII_Rep1	GSE35156_hg38_IMR90_HindIII_Rep2	hg38	50	40000	0.803073891041
