Sample1	Sample2	Genome	Coverage	Resolution	Score
GSE63525_mm10_CH12-LX_MboI_Rep1	GSE63525_mm10_CH12-LX_MboI_Rep2	mm10	1000000	200000	0.0935167529476
GSE63525_mm10_CH12-LX_MboI_Rep1	GSE63525_mm10_CH12-LX_MboI_Rep2	mm10	1000000	1000000	0.730973099187
GSE63525_mm10_CH12-LX_MboI_Rep1	GSE63525_mm10_CH12-LX_MboI_Rep2	mm10	2000000	40000	0.0178702855271
GSE63525_mm10_CH12-LX_MboI_Rep1	GSE63525_mm10_CH12-LX_MboI_Rep2	mm10	2000000	200000	0.265653073948
GSE63525_mm10_CH12-LX_MboI_Rep1	GSE63525_mm10_CH12-LX_MboI_Rep2	mm10	2000000	1000000	0.87130036033
GSE63525_mm10_CH12-LX_MboI_Rep1	GSE63525_mm10_CH12-LX_MboI_Rep2	mm10	5000000	40000	0.0677630845049
GSE63525_mm10_CH12-LX_MboI_Rep1	GSE63525_mm10_CH12-LX_MboI_Rep2	mm10	5000000	200000	0.627756067522
GSE63525_mm10_CH12-LX_MboI_Rep1	GSE63525_mm10_CH12-LX_MboI_Rep2	mm10	5000000	1000000	0.951313209388
GSE65126_mm10_Liver_HindIII_Rep1	GSE65126_mm10_Liver_HindIII_Rep2	mm10	0	40000	0.50015973156
GSE65126_mm10_Liver_HindIII_Rep1	GSE65126_mm10_Liver_HindIII_Rep2	mm10	0	200000	0.892886324351
GSE65126_mm10_Liver_HindIII_Rep1	GSE65126_mm10_Liver_HindIII_Rep2	mm10	0	1000000	0.932985417674
GSE65126_mm10_Liver_HindIII_Rep1	GSE65126_mm10_Liver_HindIII_Rep2	mm10	1000000	40000	0.00884695384458
GSE65126_mm10_Liver_HindIII_Rep1	GSE65126_mm10_Liver_HindIII_Rep2	mm10	1000000	200000	0.136212136555
GSE65126_mm10_Liver_HindIII_Rep1	GSE65126_mm10_Liver_HindIII_Rep2	mm10	1000000	1000000	0.800783740402
GSE65126_mm10_Liver_HindIII_Rep1	GSE65126_mm10_Liver_HindIII_Rep2	mm10	2000000	40000	0.0182901683775
GSE65126_mm10_Liver_HindIII_Rep1	GSE65126_mm10_Liver_HindIII_Rep2	mm10	2000000	200000	0.348935223922
GSE65126_mm10_Liver_HindIII_Rep1	GSE65126_mm10_Liver_HindIII_Rep2	mm10	2000000	1000000	0.874657254827
GSE65126_mm10_Liver_HindIII_Rep1	GSE65126_mm10_Liver_HindIII_Rep2	mm10	5000000	40000	0.0720699084106
GSE65126_mm10_Liver_HindIII_Rep1	GSE65126_mm10_Liver_HindIII_Rep2	mm10	5000000	200000	0.681358608895
GSE65126_mm10_Liver_HindIII_Rep1	GSE65126_mm10_Liver_HindIII_Rep2	mm10	5000000	1000000	0.913565052085
GSE65126_mm10_Liver_HindIII_Rep1	GSE65126_mm10_Liver_HindIII_Rep2	mm10	10000000	40000	0.200257100286
GSE65126_mm10_Liver_HindIII_Rep1	GSE65126_mm10_Liver_HindIII_Rep2	mm10	10000000	200000	0.823744133431
GSE65126_mm10_Liver_HindIII_Rep1	GSE65126_mm10_Liver_HindIII_Rep2	mm10	10000000	1000000	0.926574766108
GSE69013_dm6_BG3-c2_HindIII_Rep1	GSE69013_dm6_BG3-c2_HindIII_Rep2	dm6	0	4000	0.387068909377
GSE69013_dm6_BG3-c2_HindIII_Rep1	GSE69013_dm6_BG3-c2_HindIII_Rep2	dm6	0	20000	0.703623250436
GSE69013_dm6_BG3-c2_HindIII_Rep1	GSE69013_dm6_BG3-c2_HindIII_Rep2	dm6	0	100000	0.949184412298
GSE69013_dm6_BG3-c2_HindIII_Rep1	GSE69013_dm6_BG3-c2_HindIII_Rep2	dm6	125000	4000	0.00787862080263
GSE69013_dm6_BG3-c2_HindIII_Rep1	GSE69013_dm6_BG3-c2_HindIII_Rep2	dm6	125000	20000	0.00719778302602
GSE69013_dm6_BG3-c2_HindIII_Rep1	GSE69013_dm6_BG3-c2_HindIII_Rep2	dm6	125000	100000	0.192749237491
GSE69013_dm6_BG3-c2_HindIII_Rep1	GSE69013_dm6_BG3-c2_HindIII_Rep2	dm6	250000	4000	0.0111039887489
GSE69013_dm6_BG3-c2_HindIII_Rep1	GSE69013_dm6_BG3-c2_HindIII_Rep2	dm6	250000	20000	0.036315466099
GSE69013_dm6_BG3-c2_HindIII_Rep1	GSE69013_dm6_BG3-c2_HindIII_Rep2	dm6	250000	100000	0.39451355207
GSE69013_dm6_BG3-c2_HindIII_Rep1	GSE69013_dm6_BG3-c2_HindIII_Rep2	dm6	500000	4000	0.0268805492385
GSE69013_dm6_BG3-c2_HindIII_Rep1	GSE69013_dm6_BG3-c2_HindIII_Rep2	dm6	500000	20000	0.117507344815
GSE69013_dm6_BG3-c2_HindIII_Rep1	GSE69013_dm6_BG3-c2_HindIII_Rep2	dm6	500000	100000	0.638301112423
GSE69013_dm6_BG3-c2_HindIII_Rep1	GSE69013_dm6_BG3-c2_HindIII_Rep2	dm6	1000000	4000	0.0802503307923
GSE69013_dm6_BG3-c2_HindIII_Rep1	GSE69013_dm6_BG3-c2_HindIII_Rep2	dm6	1000000	20000	0.290525345962
GSE69013_dm6_BG3-c2_HindIII_Rep1	GSE69013_dm6_BG3-c2_HindIII_Rep2	dm6	1000000	100000	0.812282424284
GSE69013_dm6_BG3-c2_HindIII_Rep1	GSE69013_dm6_BG3-c2_HindIII_Rep2	dm6	2000000	4000	0.216636991017
GSE69013_dm6_BG3-c2_HindIII_Rep1	GSE69013_dm6_BG3-c2_HindIII_Rep2	dm6	2000000	20000	0.535731389207
GSE69013_dm6_BG3-c2_HindIII_Rep1	GSE69013_dm6_BG3-c2_HindIII_Rep2	dm6	2000000	100000	0.910259054149
GSE69013_dm6_OSC_HindIII_Rep1	GSE69013_dm6_OSC_HindIII_Rep2	dm6	0	4000	0.297388733608
GSE69013_dm6_OSC_HindIII_Rep1	GSE69013_dm6_OSC_HindIII_Rep2	dm6	0	20000	0.619870194161
GSE69013_dm6_OSC_HindIII_Rep1	GSE69013_dm6_OSC_HindIII_Rep2	dm6	0	100000	0.932496254721
GSE69013_dm6_OSC_HindIII_Rep1	GSE69013_dm6_OSC_HindIII_Rep2	dm6	125000	4000	0.00599690146
GSE69013_dm6_OSC_HindIII_Rep1	GSE69013_dm6_OSC_HindIII_Rep2	dm6	125000	20000	0.0101382779609
GSE69013_dm6_OSC_HindIII_Rep1	GSE69013_dm6_OSC_HindIII_Rep2	dm6	125000	100000	0.145451650396
GSE69013_dm6_OSC_HindIII_Rep1	GSE69013_dm6_OSC_HindIII_Rep2	dm6	250000	4000	0.0084152202173
GSE69013_dm6_OSC_HindIII_Rep1	GSE69013_dm6_OSC_HindIII_Rep2	dm6	250000	20000	0.0310138959949
GSE69013_dm6_OSC_HindIII_Rep1	GSE69013_dm6_OSC_HindIII_Rep2	dm6	250000	100000	0.321533632827
GSE69013_dm6_OSC_HindIII_Rep1	GSE69013_dm6_OSC_HindIII_Rep2	dm6	500000	4000	0.0199893107488
GSE69013_dm6_OSC_HindIII_Rep1	GSE69013_dm6_OSC_HindIII_Rep2	dm6	500000	20000	0.0894215311823
GSE69013_dm6_OSC_HindIII_Rep1	GSE69013_dm6_OSC_HindIII_Rep2	dm6	500000	100000	0.562663770133
GSE69013_dm6_OSC_HindIII_Rep1	GSE69013_dm6_OSC_HindIII_Rep2	dm6	1000000	4000	0.0594060844235
GSE69013_dm6_OSC_HindIII_Rep1	GSE69013_dm6_OSC_HindIII_Rep2	dm6	1000000	20000	0.231573820099
GSE69013_dm6_OSC_HindIII_Rep1	GSE69013_dm6_OSC_HindIII_Rep2	dm6	1000000	100000	0.771700950099
GSE69013_dm6_OSC_HindIII_Rep1	GSE69013_dm6_OSC_HindIII_Rep2	dm6	2000000	4000	0.172940765966
GSE69013_dm6_OSC_HindIII_Rep1	GSE69013_dm6_OSC_HindIII_Rep2	dm6	2000000	20000	0.467656797627
GSE69013_dm6_OSC_HindIII_Rep1	GSE69013_dm6_OSC_HindIII_Rep2	dm6	2000000	100000	0.893231902018
GSE69013_dm6_S2_HindIII_Rep1	GSE69013_dm6_S2_HindIII_Rep2	dm6	0	4000	0.285504211758
GSE69013_dm6_S2_HindIII_Rep1	GSE69013_dm6_S2_HindIII_Rep2	dm6	0	20000	0.592055804863
GSE69013_dm6_S2_HindIII_Rep1	GSE69013_dm6_S2_HindIII_Rep2	dm6	0	100000	0.883904159239
GSE69013_dm6_S2_HindIII_Rep1	GSE69013_dm6_S2_HindIII_Rep2	dm6	125000	4000	0.00667346591193
GSE69013_dm6_S2_HindIII_Rep1	GSE69013_dm6_S2_HindIII_Rep2	dm6	125000	20000	0.0179589797657
GSE69013_dm6_S2_HindIII_Rep1	GSE69013_dm6_S2_HindIII_Rep2	dm6	125000	100000	0.140428099894
GSE69013_dm6_S2_HindIII_Rep1	GSE69013_dm6_S2_HindIII_Rep2	dm6	250000	4000	0.0173761935177
GSE69013_dm6_S2_HindIII_Rep1	GSE69013_dm6_S2_HindIII_Rep2	dm6	250000	20000	0.0607353317351
GSE69013_dm6_S2_HindIII_Rep1	GSE69013_dm6_S2_HindIII_Rep2	dm6	250000	100000	0.341626551597
GSE69013_dm6_S2_HindIII_Rep1	GSE69013_dm6_S2_HindIII_Rep2	dm6	500000	4000	0.0471265438471
GSE69013_dm6_S2_HindIII_Rep1	GSE69013_dm6_S2_HindIII_Rep2	dm6	500000	20000	0.178630024225
GSE69013_dm6_S2_HindIII_Rep1	GSE69013_dm6_S2_HindIII_Rep2	dm6	500000	100000	0.599520443564
GSE69013_dm6_S2_HindIII_Rep1	GSE69013_dm6_S2_HindIII_Rep2	dm6	1000000	4000	0.130459240324
GSE69013_dm6_S2_HindIII_Rep1	GSE69013_dm6_S2_HindIII_Rep2	dm6	1000000	20000	0.384224287635
GSE69013_dm6_S2_HindIII_Rep1	GSE69013_dm6_S2_HindIII_Rep2	dm6	1000000	100000	0.789225420842
GSE70181_hg38_H9-WA09-Dil_HindIII_Rep1	GSE70181_hg38_H9-WA09-Dil_HindIII_Rep2	hg38	0	40000	0.0176051179129
GSE70181_hg38_H9-WA09-Dil_HindIII_Rep1	GSE70181_hg38_H9-WA09-Dil_HindIII_Rep2	hg38	0	200000	0.189770033813
GSE70181_hg38_H9-WA09-Dil_HindIII_Rep1	GSE70181_hg38_H9-WA09-Dil_HindIII_Rep2	hg38	0	1000000	0.727798736822
GSE70181_hg38_H9-WA09-Dil_HindIII_Rep1	GSE70181_hg38_H9-WA09-Dil_HindIII_Rep2	hg38	1000000	40000	0.00720648481253
GSE70181_hg38_H9-WA09-Dil_HindIII_Rep1	GSE70181_hg38_H9-WA09-Dil_HindIII_Rep2	hg38	1000000	200000	0.0199509825735
GSE70181_hg38_H9-WA09-Dil_HindIII_Rep1	GSE70181_hg38_H9-WA09-Dil_HindIII_Rep2	hg38	1000000	1000000	0.340652309339
GSE70181_hg38_H9-WA09-Dil_HindIII_Rep1	GSE70181_hg38_H9-WA09-Dil_HindIII_Rep2	hg38	2000000	40000	0.00856924297437
GSE70181_hg38_H9-WA09-Dil_HindIII_Rep1	GSE70181_hg38_H9-WA09-Dil_HindIII_Rep2	hg38	2000000	200000	0.0706236656817
GSE70181_hg38_H9-WA09-Dil_HindIII_Rep1	GSE70181_hg38_H9-WA09-Dil_HindIII_Rep2	hg38	2000000	1000000	0.567651681338
GSE70181_hg38_H9-WA09-IS_HindIII_Rep1	GSE70181_hg38_H9-WA09-IS_HindIII_Rep2	hg38	0	40000	0.0374482428232
GSE70181_hg38_H9-WA09-IS_HindIII_Rep1	GSE70181_hg38_H9-WA09-IS_HindIII_Rep2	hg38	0	200000	0.192133090724
GSE70181_hg38_H9-WA09-IS_HindIII_Rep1	GSE70181_hg38_H9-WA09-IS_HindIII_Rep2	hg38	0	1000000	0.741916066613
GSE70181_hg38_H9-WA09-IS_HindIII_Rep1	GSE70181_hg38_H9-WA09-IS_HindIII_Rep2	hg38	1000000	40000	0.0124124223749
GSE70181_hg38_H9-WA09-IS_HindIII_Rep1	GSE70181_hg38_H9-WA09-IS_HindIII_Rep2	hg38	1000000	200000	0.00922391964803
GSE70181_hg38_H9-WA09-IS_HindIII_Rep1	GSE70181_hg38_H9-WA09-IS_HindIII_Rep2	hg38	1000000	1000000	0.125453904314
GSE70181_hg38_H9-WA09-IS_HindIII_Rep1	GSE70181_hg38_H9-WA09-IS_HindIII_Rep2	hg38	2000000	40000	0.0119852540781
GSE70181_hg38_H9-WA09-IS_HindIII_Rep1	GSE70181_hg38_H9-WA09-IS_HindIII_Rep2	hg38	2000000	200000	0.027690171601
GSE70181_hg38_H9-WA09-IS_HindIII_Rep1	GSE70181_hg38_H9-WA09-IS_HindIII_Rep2	hg38	2000000	1000000	0.333964466939
GSE70181_hg38_H9-WA09-IS_HindIII_Rep1	GSE70181_hg38_H9-WA09-IS_HindIII_Rep2	hg38	5000000	40000	0.0263308276799
GSE70181_hg38_H9-WA09-IS_HindIII_Rep1	GSE70181_hg38_H9-WA09-IS_HindIII_Rep2	hg38	5000000	200000	0.134190271126
GSE70181_hg38_H9-WA09-IS_HindIII_Rep1	GSE70181_hg38_H9-WA09-IS_HindIII_Rep2	hg38	5000000	1000000	0.685584120328
GSE70181_mm10_Fetal-Liver-Dil_HindIII_Rep1	GSE70181_mm10_Fetal-Liver-Dil_HindIII_Rep2	mm10	0	40000	0.575725076091
GSE70181_mm10_Fetal-Liver-Dil_HindIII_Rep1	GSE70181_mm10_Fetal-Liver-Dil_HindIII_Rep2	mm10	0	200000	0.933967658079
GSE70181_mm10_Fetal-Liver-Dil_HindIII_Rep1	GSE70181_mm10_Fetal-Liver-Dil_HindIII_Rep2	mm10	0	1000000	0.946846830077
GSE70181_mm10_Fetal-Liver-Dil_HindIII_Rep1	GSE70181_mm10_Fetal-Liver-Dil_HindIII_Rep2	mm10	1000000	40000	0.00362003468003
GSE70181_mm10_Fetal-Liver-Dil_HindIII_Rep1	GSE70181_mm10_Fetal-Liver-Dil_HindIII_Rep2	mm10	1000000	200000	0.183341352897
GSE70181_mm10_Fetal-Liver-Dil_HindIII_Rep1	GSE70181_mm10_Fetal-Liver-Dil_HindIII_Rep2	mm10	1000000	1000000	0.491517919283
GSE70181_mm10_Fetal-Liver-Dil_HindIII_Rep1	GSE70181_mm10_Fetal-Liver-Dil_HindIII_Rep2	mm10	2000000	40000	0.0119293038576
GSE70181_mm10_Fetal-Liver-Dil_HindIII_Rep1	GSE70181_mm10_Fetal-Liver-Dil_HindIII_Rep2	mm10	2000000	200000	0.430913940363
GSE70181_mm10_Fetal-Liver-Dil_HindIII_Rep1	GSE70181_mm10_Fetal-Liver-Dil_HindIII_Rep2	mm10	2000000	1000000	0.703993362992
GSE70181_mm10_Fetal-Liver-Dil_HindIII_Rep1	GSE70181_mm10_Fetal-Liver-Dil_HindIII_Rep2	mm10	5000000	40000	0.0582234224753
GSE70181_mm10_Fetal-Liver-Dil_HindIII_Rep1	GSE70181_mm10_Fetal-Liver-Dil_HindIII_Rep2	mm10	5000000	200000	0.744902623365
GSE70181_mm10_Fetal-Liver-Dil_HindIII_Rep1	GSE70181_mm10_Fetal-Liver-Dil_HindIII_Rep2	mm10	5000000	1000000	0.863796289225
GSE70181_mm10_Fetal-Liver-Dil_HindIII_Rep1	GSE70181_mm10_Fetal-Liver-Dil_HindIII_Rep2	mm10	10000000	40000	0.176070870928
GSE70181_mm10_Fetal-Liver-Dil_HindIII_Rep1	GSE70181_mm10_Fetal-Liver-Dil_HindIII_Rep2	mm10	10000000	200000	0.864645391952
GSE70181_mm10_Fetal-Liver-Dil_HindIII_Rep1	GSE70181_mm10_Fetal-Liver-Dil_HindIII_Rep2	mm10	10000000	1000000	0.914668700672
GSE70181_mm10_Fetal-Liver-Dil_HindIII_Rep1	GSE70181_mm10_Fetal-Liver-Dil_HindIII_Rep2	mm10	20000000	40000	0.398504228171
GSE70181_mm10_Fetal-Liver-Dil_HindIII_Rep1	GSE70181_mm10_Fetal-Liver-Dil_HindIII_Rep2	mm10	20000000	200000	0.91912294924
GSE70181_mm10_Fetal-Liver-Dil_HindIII_Rep1	GSE70181_mm10_Fetal-Liver-Dil_HindIII_Rep2	mm10	20000000	1000000	0.941839170655
GSE70181_mm10_Fetal-Liver-IS_HindIII_Rep1	GSE70181_mm10_Fetal-Liver-IS_HindIII_Rep2	mm10	0	40000	0.684407614295
GSE70181_mm10_Fetal-Liver-IS_HindIII_Rep1	GSE70181_mm10_Fetal-Liver-IS_HindIII_Rep2	mm10	0	200000	0.946284258204
GSE70181_mm10_Fetal-Liver-IS_HindIII_Rep1	GSE70181_mm10_Fetal-Liver-IS_HindIII_Rep2	mm10	0	1000000	0.962301323644
GSE70181_mm10_Fetal-Liver-IS_HindIII_Rep1	GSE70181_mm10_Fetal-Liver-IS_HindIII_Rep2	mm10	1000000	40000	0.00517474989243
GSE70181_mm10_Fetal-Liver-IS_HindIII_Rep1	GSE70181_mm10_Fetal-Liver-IS_HindIII_Rep2	mm10	1000000	200000	0.147270716698
GSE70181_mm10_Fetal-Liver-IS_HindIII_Rep1	GSE70181_mm10_Fetal-Liver-IS_HindIII_Rep2	mm10	1000000	1000000	0.360964631164
GSE70181_mm10_Fetal-Liver-IS_HindIII_Rep1	GSE70181_mm10_Fetal-Liver-IS_HindIII_Rep2	mm10	2000000	40000	0.0115047079334
GSE70181_mm10_Fetal-Liver-IS_HindIII_Rep1	GSE70181_mm10_Fetal-Liver-IS_HindIII_Rep2	mm10	2000000	200000	0.374174269915
GSE70181_mm10_Fetal-Liver-IS_HindIII_Rep1	GSE70181_mm10_Fetal-Liver-IS_HindIII_Rep2	mm10	2000000	1000000	0.592824606542
GSE70181_mm10_Fetal-Liver-IS_HindIII_Rep1	GSE70181_mm10_Fetal-Liver-IS_HindIII_Rep2	mm10	5000000	40000	0.052505906161
GSE70181_mm10_Fetal-Liver-IS_HindIII_Rep1	GSE70181_mm10_Fetal-Liver-IS_HindIII_Rep2	mm10	5000000	200000	0.716591132719
GSE70181_mm10_Fetal-Liver-IS_HindIII_Rep1	GSE70181_mm10_Fetal-Liver-IS_HindIII_Rep2	mm10	5000000	1000000	0.822973297979
GSE70181_mm10_Fetal-Liver-IS_HindIII_Rep1	GSE70181_mm10_Fetal-Liver-IS_HindIII_Rep2	mm10	10000000	40000	0.162320077702
GSE70181_mm10_Fetal-Liver-IS_HindIII_Rep1	GSE70181_mm10_Fetal-Liver-IS_HindIII_Rep2	mm10	10000000	200000	0.860498910937
GSE70181_mm10_Fetal-Liver-IS_HindIII_Rep1	GSE70181_mm10_Fetal-Liver-IS_HindIII_Rep2	mm10	10000000	1000000	0.905306669038
GSE70181_mm10_Fetal-Liver-IS_HindIII_Rep1	GSE70181_mm10_Fetal-Liver-IS_HindIII_Rep2	mm10	20000000	40000	0.38573402299
GSE70181_mm10_Fetal-Liver-IS_HindIII_Rep1	GSE70181_mm10_Fetal-Liver-IS_HindIII_Rep2	mm10	20000000	200000	0.925295680425
GSE70181_mm10_Fetal-Liver-IS_HindIII_Rep1	GSE70181_mm10_Fetal-Liver-IS_HindIII_Rep2	mm10	20000000	1000000	0.94591224572
GSE71831_hg38_RPE1_MboI_Rep1	GSE71831_hg38_RPE1_MboI_Rep2	hg38	0	40000	0.878336910486
GSE71831_hg38_RPE1_MboI_Rep1	GSE71831_hg38_RPE1_MboI_Rep2	hg38	0	200000	0.978806492879
GSE71831_hg38_RPE1_MboI_Rep1	GSE71831_hg38_RPE1_MboI_Rep2	hg38	0	1000000	0.993383160261
GSE71831_hg38_RPE1_MboI_Rep1	GSE71831_hg38_RPE1_MboI_Rep2	hg38	1000000	40000	0.0166158263134
GSE71831_hg38_RPE1_MboI_Rep1	GSE71831_hg38_RPE1_MboI_Rep2	hg38	1000000	200000	0.0746389846258
GSE71831_hg38_RPE1_MboI_Rep1	GSE71831_hg38_RPE1_MboI_Rep2	hg38	1000000	1000000	0.399347089415
GSE71831_hg38_RPE1_MboI_Rep1	GSE71831_hg38_RPE1_MboI_Rep2	hg38	2000000	40000	0.0269764906892
GSE71831_hg38_RPE1_MboI_Rep1	GSE71831_hg38_RPE1_MboI_Rep2	hg38	2000000	200000	0.225979708244
GSE71831_hg38_RPE1_MboI_Rep1	GSE71831_hg38_RPE1_MboI_Rep2	hg38	2000000	1000000	0.659959884904
GSE71831_hg38_RPE1_MboI_Rep1	GSE71831_hg38_RPE1_MboI_Rep2	hg38	5000000	40000	0.0825266866131
GSE71831_hg38_RPE1_MboI_Rep1	GSE71831_hg38_RPE1_MboI_Rep2	hg38	5000000	200000	0.579334003696
GSE71831_hg38_RPE1_MboI_Rep1	GSE71831_hg38_RPE1_MboI_Rep2	hg38	5000000	1000000	0.868970115888
GSE71831_hg38_RPE1_MboI_Rep1	GSE71831_hg38_RPE1_MboI_Rep2	hg38	10000000	40000	0.216944097159
GSE71831_hg38_RPE1_MboI_Rep1	GSE71831_hg38_RPE1_MboI_Rep2	hg38	10000000	200000	0.798769647803
GSE71831_hg38_RPE1_MboI_Rep1	GSE71831_hg38_RPE1_MboI_Rep2	hg38	10000000	1000000	0.940939485127
GSE71831_hg38_RPE1_MboI_Rep1	GSE71831_hg38_RPE1_MboI_Rep2	hg38	20000000	40000	0.465013496206
GSE71831_hg38_RPE1_MboI_Rep1	GSE71831_hg38_RPE1_MboI_Rep2	hg38	20000000	200000	0.909091934079
GSE71831_hg38_RPE1_MboI_Rep1	GSE71831_hg38_RPE1_MboI_Rep2	hg38	20000000	1000000	0.972864293583
GSE71831_hg38_RPE1_MboI_Rep1	GSE71831_hg38_RPE1_MboI_Rep2	hg38	40000000	40000	0.719008378146
GSE71831_hg38_RPE1_MboI_Rep1	GSE71831_hg38_RPE1_MboI_Rep2	hg38	40000000	200000	0.957523155279
GSE71831_hg38_RPE1_MboI_Rep1	GSE71831_hg38_RPE1_MboI_Rep2	hg38	40000000	1000000	0.986884228983
GSE76479_mm10_macrophages_DpnII_Rep1	GSE76479_mm10_macrophages_DpnII_Rep2	mm10	0	40000	0.50279938424
GSE76479_mm10_macrophages_DpnII_Rep1	GSE76479_mm10_macrophages_DpnII_Rep2	mm10	0	200000	0.914794990033
GSE76479_mm10_macrophages_DpnII_Rep1	GSE76479_mm10_macrophages_DpnII_Rep2	mm10	0	1000000	0.953495602636
GSE76479_mm10_macrophages_DpnII_Rep1	GSE76479_mm10_macrophages_DpnII_Rep2	mm10	1000000	40000	0.0188919331849
GSE76479_mm10_macrophages_DpnII_Rep1	GSE76479_mm10_macrophages_DpnII_Rep2	mm10	1000000	200000	0.230462988524
GSE76479_mm10_macrophages_DpnII_Rep1	GSE76479_mm10_macrophages_DpnII_Rep2	mm10	1000000	1000000	0.828828633474
GSE76479_mm10_macrophages_DpnII_Rep1	GSE76479_mm10_macrophages_DpnII_Rep2	mm10	2000000	40000	0.0428117726936
GSE76479_mm10_macrophages_DpnII_Rep1	GSE76479_mm10_macrophages_DpnII_Rep2	mm10	2000000	200000	0.490116039454
GSE76479_mm10_macrophages_DpnII_Rep1	GSE76479_mm10_macrophages_DpnII_Rep2	mm10	2000000	1000000	0.902655172153
GSE76479_mm10_macrophages_DpnII_Rep1	GSE76479_mm10_macrophages_DpnII_Rep2	mm10	5000000	40000	0.152213986254
GSE76479_mm10_macrophages_DpnII_Rep1	GSE76479_mm10_macrophages_DpnII_Rep2	mm10	5000000	200000	0.78393170333
GSE76479_mm10_macrophages_DpnII_Rep1	GSE76479_mm10_macrophages_DpnII_Rep2	mm10	5000000	1000000	0.938513892734
GSE76479_mm10_macrophages_DpnII_Rep1	GSE76479_mm10_macrophages_DpnII_Rep2	mm10	10000000	40000	0.353087648423
GSE76479_mm10_macrophages_DpnII_Rep1	GSE76479_mm10_macrophages_DpnII_Rep2	mm10	10000000	200000	0.885512855446
GSE76479_mm10_macrophages_DpnII_Rep1	GSE76479_mm10_macrophages_DpnII_Rep2	mm10	10000000	1000000	0.949896231349
GSE76479_mm10_MEF_DpnII_Rep1	GSE76479_mm10_MEF_DpnII_Rep2	mm10	0	40000	0.34185738215
GSE76479_mm10_MEF_DpnII_Rep1	GSE76479_mm10_MEF_DpnII_Rep2	mm10	0	200000	0.783055372272
GSE76479_mm10_MEF_DpnII_Rep1	GSE76479_mm10_MEF_DpnII_Rep2	mm10	0	1000000	0.9670683496
GSE76479_mm10_MEF_DpnII_Rep1	GSE76479_mm10_MEF_DpnII_Rep2	mm10	1000000	40000	0.0185172838542
GSE76479_mm10_MEF_DpnII_Rep1	GSE76479_mm10_MEF_DpnII_Rep2	mm10	1000000	200000	0.0320958337382
GSE76479_mm10_MEF_DpnII_Rep1	GSE76479_mm10_MEF_DpnII_Rep2	mm10	1000000	1000000	0.429027240626
GSE76479_mm10_MEF_DpnII_Rep1	GSE76479_mm10_MEF_DpnII_Rep2	mm10	2000000	40000	0.0283675741686
GSE76479_mm10_MEF_DpnII_Rep1	GSE76479_mm10_MEF_DpnII_Rep2	mm10	2000000	200000	0.111047586541
GSE76479_mm10_MEF_DpnII_Rep1	GSE76479_mm10_MEF_DpnII_Rep2	mm10	2000000	1000000	0.691174482225
GSE76479_mm10_MEF_DpnII_Rep1	GSE76479_mm10_MEF_DpnII_Rep2	mm10	5000000	40000	0.0833520686039
GSE76479_mm10_MEF_DpnII_Rep1	GSE76479_mm10_MEF_DpnII_Rep2	mm10	5000000	200000	0.386239820536
GSE76479_mm10_MEF_DpnII_Rep1	GSE76479_mm10_MEF_DpnII_Rep2	mm10	5000000	1000000	0.889262720887
GSE76479_mm10_PreB_DpnII_Rep1	GSE76479_mm10_PreB_DpnII_Rep2	mm10	0	40000	0.683916174209
GSE76479_mm10_PreB_DpnII_Rep1	GSE76479_mm10_PreB_DpnII_Rep2	mm10	0	200000	0.957279605221
GSE76479_mm10_PreB_DpnII_Rep1	GSE76479_mm10_PreB_DpnII_Rep2	mm10	0	1000000	0.992862046568
GSE76479_mm10_PreB_DpnII_Rep1	GSE76479_mm10_PreB_DpnII_Rep2	mm10	1000000	40000	0.0118226072508
GSE76479_mm10_PreB_DpnII_Rep1	GSE76479_mm10_PreB_DpnII_Rep2	mm10	1000000	200000	0.0999879502461
GSE76479_mm10_PreB_DpnII_Rep1	GSE76479_mm10_PreB_DpnII_Rep2	mm10	1000000	1000000	0.700184868612
GSE76479_mm10_PreB_DpnII_Rep1	GSE76479_mm10_PreB_DpnII_Rep2	mm10	2000000	40000	0.02596884154
GSE76479_mm10_PreB_DpnII_Rep1	GSE76479_mm10_PreB_DpnII_Rep2	mm10	2000000	200000	0.283827889961
GSE76479_mm10_PreB_DpnII_Rep1	GSE76479_mm10_PreB_DpnII_Rep2	mm10	2000000	1000000	0.862788513211
GSE76479_mm10_PreB_DpnII_Rep1	GSE76479_mm10_PreB_DpnII_Rep2	mm10	5000000	40000	0.104689648983
GSE76479_mm10_PreB_DpnII_Rep1	GSE76479_mm10_PreB_DpnII_Rep2	mm10	5000000	200000	0.655671267423
GSE76479_mm10_PreB_DpnII_Rep1	GSE76479_mm10_PreB_DpnII_Rep2	mm10	5000000	1000000	0.952545352393
GSE76479_mm10_PreB_DpnII_Rep1	GSE76479_mm10_PreB_DpnII_Rep2	mm10	10000000	40000	0.275111547025
GSE76479_mm10_PreB_DpnII_Rep1	GSE76479_mm10_PreB_DpnII_Rep2	mm10	10000000	200000	0.845324799323
GSE76479_mm10_PreB_DpnII_Rep1	GSE76479_mm10_PreB_DpnII_Rep2	mm10	10000000	1000000	0.977980894897
GSE76479_mm10_PreB_DpnII_Rep1	GSE76479_mm10_PreB_DpnII_Rep2	mm10	20000000	40000	0.538692445969
GSE76479_mm10_PreB_DpnII_Rep1	GSE76479_mm10_PreB_DpnII_Rep2	mm10	20000000	200000	0.932271197565
