Sample1	Sample2	Genome	Coverage	Resolution	Score
Encode_hg38_SK-MEL-5_HindIII_Rep1	Encode_hg38_SK-MEL-5_HindIII_Rep2	hg38	5000000	200000	0.534740731172
Encode_hg38_SK-MEL-5_HindIII_Rep1	Encode_hg38_SK-MEL-5_HindIII_Rep2	hg38	5000000	1000000	0.910025270999
Encode_hg38_SK-N-MC_HindIII_Rep1	Encode_hg38_SK-N-MC_HindIII_Rep2	hg38	0	40000	0.157147721283
Encode_hg38_SK-N-MC_HindIII_Rep1	Encode_hg38_SK-N-MC_HindIII_Rep2	hg38	0	200000	0.589071377459
Encode_hg38_SK-N-MC_HindIII_Rep1	Encode_hg38_SK-N-MC_HindIII_Rep2	hg38	0	1000000	0.909330523274
Encode_hg38_SK-N-MC_HindIII_Rep1	Encode_hg38_SK-N-MC_HindIII_Rep2	hg38	1000000	40000	0.00375263742857
Encode_hg38_SK-N-MC_HindIII_Rep1	Encode_hg38_SK-N-MC_HindIII_Rep2	hg38	1000000	200000	0.0249366062967
Encode_hg38_SK-N-MC_HindIII_Rep1	Encode_hg38_SK-N-MC_HindIII_Rep2	hg38	1000000	1000000	0.492450622528
Encode_hg38_SK-N-MC_HindIII_Rep1	Encode_hg38_SK-N-MC_HindIII_Rep2	hg38	2000000	40000	0.0108555884493
Encode_hg38_SK-N-MC_HindIII_Rep1	Encode_hg38_SK-N-MC_HindIII_Rep2	hg38	2000000	200000	0.087451203776
Encode_hg38_SK-N-MC_HindIII_Rep1	Encode_hg38_SK-N-MC_HindIII_Rep2	hg38	2000000	1000000	0.726101864469
Encode_hg38_SK-N-MC_HindIII_Rep1	Encode_hg38_SK-N-MC_HindIII_Rep2	hg38	5000000	40000	0.0511949767571
Encode_hg38_SK-N-MC_HindIII_Rep1	Encode_hg38_SK-N-MC_HindIII_Rep2	hg38	5000000	200000	0.342036771311
Encode_hg38_SK-N-MC_HindIII_Rep1	Encode_hg38_SK-N-MC_HindIII_Rep2	hg38	5000000	1000000	0.876119630765
Encode_hg38_T47D_HindIII_Rep1	Encode_hg38_T47D_HindIII_Rep2	hg38	0	40000	0.645194914642
Encode_hg38_T47D_HindIII_Rep1	Encode_hg38_T47D_HindIII_Rep2	hg38	0	200000	0.924144231827
Encode_hg38_T47D_HindIII_Rep1	Encode_hg38_T47D_HindIII_Rep2	hg38	0	1000000	0.979449447717
Encode_hg38_T47D_HindIII_Rep1	Encode_hg38_T47D_HindIII_Rep2	hg38	1000000	40000	0.0127819503246
Encode_hg38_T47D_HindIII_Rep1	Encode_hg38_T47D_HindIII_Rep2	hg38	1000000	200000	0.127276399592
Encode_hg38_T47D_HindIII_Rep1	Encode_hg38_T47D_HindIII_Rep2	hg38	1000000	1000000	0.695559498398
Encode_hg38_T47D_HindIII_Rep1	Encode_hg38_T47D_HindIII_Rep2	hg38	2000000	40000	0.0319540019104
Encode_hg38_T47D_HindIII_Rep1	Encode_hg38_T47D_HindIII_Rep2	hg38	2000000	200000	0.331837457407
Encode_hg38_T47D_HindIII_Rep1	Encode_hg38_T47D_HindIII_Rep2	hg38	2000000	1000000	0.846929070118
Encode_hg38_T47D_HindIII_Rep1	Encode_hg38_T47D_HindIII_Rep2	hg38	5000000	40000	0.125639680847
Encode_hg38_T47D_HindIII_Rep1	Encode_hg38_T47D_HindIII_Rep2	hg38	5000000	200000	0.678562546495
Encode_hg38_T47D_HindIII_Rep1	Encode_hg38_T47D_HindIII_Rep2	hg38	5000000	1000000	0.93547578593
Encode_hg38_T47D_HindIII_Rep1	Encode_hg38_T47D_HindIII_Rep2	hg38	10000000	40000	0.317719895775
Encode_hg38_T47D_HindIII_Rep1	Encode_hg38_T47D_HindIII_Rep2	hg38	10000000	200000	0.836615382222
Encode_hg38_T47D_HindIII_Rep1	Encode_hg38_T47D_HindIII_Rep2	hg38	10000000	1000000	0.963660986084
Encode_hg38_T47D_HindIII_Rep1	Encode_hg38_T47D_HindIII_Rep2	hg38	20000000	40000	0.581275052943
Encode_hg38_T47D_HindIII_Rep1	Encode_hg38_T47D_HindIII_Rep2	hg38	20000000	200000	0.912447464655
Encode_hg38_T47D_HindIII_Rep1	Encode_hg38_T47D_HindIII_Rep2	hg38	20000000	1000000	0.977121907852
GSE35156_hg38_H1-ES_HindIII_Rep1	GSE35156_hg38_H1-ES_HindIII_Rep2	hg38	0	40000	0.26218439488
GSE35156_hg38_H1-ES_HindIII_Rep1	GSE35156_hg38_H1-ES_HindIII_Rep2	hg38	0	200000	0.670362059608
GSE35156_hg38_H1-ES_HindIII_Rep1	GSE35156_hg38_H1-ES_HindIII_Rep2	hg38	0	1000000	0.920823358806
GSE35156_hg38_H1-ES_HindIII_Rep1	GSE35156_hg38_H1-ES_HindIII_Rep2	hg38	1000000	40000	0.00987270960787
GSE35156_hg38_H1-ES_HindIII_Rep1	GSE35156_hg38_H1-ES_HindIII_Rep2	hg38	1000000	200000	0.0238502999421
GSE35156_hg38_H1-ES_HindIII_Rep1	GSE35156_hg38_H1-ES_HindIII_Rep2	hg38	1000000	1000000	0.35933362035
GSE35156_hg38_H1-ES_HindIII_Rep1	GSE35156_hg38_H1-ES_HindIII_Rep2	hg38	2000000	40000	0.013375157423
GSE35156_hg38_H1-ES_HindIII_Rep1	GSE35156_hg38_H1-ES_HindIII_Rep2	hg38	2000000	200000	0.0817750144149
GSE35156_hg38_H1-ES_HindIII_Rep1	GSE35156_hg38_H1-ES_HindIII_Rep2	hg38	2000000	1000000	0.619636146551
GSE35156_hg38_H1-ES_HindIII_Rep1	GSE35156_hg38_H1-ES_HindIII_Rep2	hg38	5000000	40000	0.0380556004822
GSE35156_hg38_H1-ES_HindIII_Rep1	GSE35156_hg38_H1-ES_HindIII_Rep2	hg38	5000000	200000	0.289159001758
GSE35156_hg38_H1-ES_HindIII_Rep1	GSE35156_hg38_H1-ES_HindIII_Rep2	hg38	5000000	1000000	0.839692201587
GSE35156_hg38_H1-ES_HindIII_Rep1	GSE35156_hg38_H1-ES_HindIII_Rep2	hg38	10000000	40000	0.0948944670774
GSE35156_hg38_H1-ES_HindIII_Rep1	GSE35156_hg38_H1-ES_HindIII_Rep2	hg38	10000000	200000	0.508287911221
GSE35156_hg38_H1-ES_HindIII_Rep1	GSE35156_hg38_H1-ES_HindIII_Rep2	hg38	10000000	1000000	0.908456089633
GSE35156_hg38_IMR90_HindIII_Rep1	GSE35156_hg38_IMR90_HindIII_Rep2	hg38	0	40000	0.80811722055
GSE35156_hg38_IMR90_HindIII_Rep1	GSE35156_hg38_IMR90_HindIII_Rep2	hg38	0	200000	0.953338372536
GSE35156_hg38_IMR90_HindIII_Rep1	GSE35156_hg38_IMR90_HindIII_Rep2	hg38	0	1000000	0.976495799489
GSE35156_hg38_IMR90_HindIII_Rep1	GSE35156_hg38_IMR90_HindIII_Rep2	hg38	1000000	40000	0.0194841844824
GSE35156_hg38_IMR90_HindIII_Rep1	GSE35156_hg38_IMR90_HindIII_Rep2	hg38	1000000	200000	0.158811889205
GSE35156_hg38_IMR90_HindIII_Rep1	GSE35156_hg38_IMR90_HindIII_Rep2	hg38	1000000	1000000	0.689784222873
GSE35156_hg38_IMR90_HindIII_Rep1	GSE35156_hg38_IMR90_HindIII_Rep2	hg38	2000000	40000	0.0435562748613
GSE35156_hg38_IMR90_HindIII_Rep1	GSE35156_hg38_IMR90_HindIII_Rep2	hg38	2000000	200000	0.385705816114
GSE35156_hg38_IMR90_HindIII_Rep1	GSE35156_hg38_IMR90_HindIII_Rep2	hg38	2000000	1000000	0.846079847825
GSE35156_hg38_IMR90_HindIII_Rep1	GSE35156_hg38_IMR90_HindIII_Rep2	hg38	5000000	40000	0.158155168741
GSE35156_hg38_IMR90_HindIII_Rep1	GSE35156_hg38_IMR90_HindIII_Rep2	hg38	5000000	200000	0.719375777627
GSE35156_hg38_IMR90_HindIII_Rep1	GSE35156_hg38_IMR90_HindIII_Rep2	hg38	5000000	1000000	0.931280438264
GSE35156_hg38_IMR90_HindIII_Rep1	GSE35156_hg38_IMR90_HindIII_Rep2	hg38	10000000	40000	0.358493098959
GSE35156_hg38_IMR90_HindIII_Rep1	GSE35156_hg38_IMR90_HindIII_Rep2	hg38	10000000	200000	0.857403033935
GSE35156_hg38_IMR90_HindIII_Rep1	GSE35156_hg38_IMR90_HindIII_Rep2	hg38	10000000	1000000	0.957287985299
GSE35156_hg38_IMR90_HindIII_Rep1	GSE35156_hg38_IMR90_HindIII_Rep2	hg38	20000000	40000	0.599507692546
GSE35156_hg38_IMR90_HindIII_Rep1	GSE35156_hg38_IMR90_HindIII_Rep2	hg38	20000000	200000	0.920273569529
GSE35156_hg38_IMR90_HindIII_Rep1	GSE35156_hg38_IMR90_HindIII_Rep2	hg38	20000000	1000000	0.970307706739
GSE35156_hg38_IMR90_HindIII_Rep1	GSE35156_hg38_IMR90_HindIII_Rep2	hg38	40000000	40000	0.774418078184
GSE35156_hg38_IMR90_HindIII_Rep1	GSE35156_hg38_IMR90_HindIII_Rep2	hg38	40000000	200000	0.949075431319
GSE35156_hg38_IMR90_HindIII_Rep1	GSE35156_hg38_IMR90_HindIII_Rep2	hg38	40000000	1000000	0.975613319252
GSE35156_mm10_Cortex_HindIII_Rep1	GSE35156_mm10_Cortex_HindIII_Rep2	mm10	0	40000	0.583297226429
GSE35156_mm10_Cortex_HindIII_Rep1	GSE35156_mm10_Cortex_HindIII_Rep2	mm10	0	200000	0.893589816922
GSE35156_mm10_Cortex_HindIII_Rep1	GSE35156_mm10_Cortex_HindIII_Rep2	mm10	0	1000000	0.983733889277
GSE35156_mm10_Cortex_HindIII_Rep1	GSE35156_mm10_Cortex_HindIII_Rep2	mm10	1000000	40000	0.00838519059834
GSE35156_mm10_Cortex_HindIII_Rep1	GSE35156_mm10_Cortex_HindIII_Rep2	mm10	1000000	200000	0.0546050299868
GSE35156_mm10_Cortex_HindIII_Rep1	GSE35156_mm10_Cortex_HindIII_Rep2	mm10	1000000	1000000	0.675898851457
GSE35156_mm10_Cortex_HindIII_Rep1	GSE35156_mm10_Cortex_HindIII_Rep2	mm10	2000000	40000	0.0219132158407
GSE35156_mm10_Cortex_HindIII_Rep1	GSE35156_mm10_Cortex_HindIII_Rep2	mm10	2000000	200000	0.168143530178
GSE35156_mm10_Cortex_HindIII_Rep1	GSE35156_mm10_Cortex_HindIII_Rep2	mm10	2000000	1000000	0.84220748078
GSE35156_mm10_Cortex_HindIII_Rep1	GSE35156_mm10_Cortex_HindIII_Rep2	mm10	5000000	40000	0.0942957546404
GSE35156_mm10_Cortex_HindIII_Rep1	GSE35156_mm10_Cortex_HindIII_Rep2	mm10	5000000	200000	0.486229453808
GSE35156_mm10_Cortex_HindIII_Rep1	GSE35156_mm10_Cortex_HindIII_Rep2	mm10	5000000	1000000	0.937775401289
GSE35156_mm10_Cortex_HindIII_Rep1	GSE35156_mm10_Cortex_HindIII_Rep2	mm10	10000000	40000	0.243837595813
GSE35156_mm10_Cortex_HindIII_Rep1	GSE35156_mm10_Cortex_HindIII_Rep2	mm10	10000000	200000	0.717865212255
GSE35156_mm10_Cortex_HindIII_Rep1	GSE35156_mm10_Cortex_HindIII_Rep2	mm10	10000000	1000000	0.966608294263
GSE35156_mm10_Cortex_HindIII_Rep1	GSE35156_mm10_Cortex_HindIII_Rep2	mm10	20000000	40000	0.466584601964
GSE35156_mm10_Cortex_HindIII_Rep1	GSE35156_mm10_Cortex_HindIII_Rep2	mm10	20000000	200000	0.852871010327
GSE35156_mm10_Cortex_HindIII_Rep1	GSE35156_mm10_Cortex_HindIII_Rep2	mm10	20000000	1000000	0.979872220335
GSE35156_mm10_ES_HindIII_Rep1	GSE35156_mm10_ES_HindIII_Rep2	mm10	0	40000	0.738214232604
GSE35156_mm10_ES_HindIII_Rep1	GSE35156_mm10_ES_HindIII_Rep2	mm10	0	200000	0.941166700564
GSE35156_mm10_ES_HindIII_Rep1	GSE35156_mm10_ES_HindIII_Rep2	mm10	0	1000000	0.985318356435
GSE35156_mm10_ES_HindIII_Rep1	GSE35156_mm10_ES_HindIII_Rep2	mm10	1000000	40000	0.00886450802415
GSE35156_mm10_ES_HindIII_Rep1	GSE35156_mm10_ES_HindIII_Rep2	mm10	1000000	200000	0.0287152711421
GSE35156_mm10_ES_HindIII_Rep1	GSE35156_mm10_ES_HindIII_Rep2	mm10	1000000	1000000	0.434905770735
GSE35156_mm10_ES_HindIII_Rep1	GSE35156_mm10_ES_HindIII_Rep2	mm10	2000000	40000	0.0152167077774
GSE35156_mm10_ES_HindIII_Rep1	GSE35156_mm10_ES_HindIII_Rep2	mm10	2000000	200000	0.0986127524234
GSE35156_mm10_ES_HindIII_Rep1	GSE35156_mm10_ES_HindIII_Rep2	mm10	2000000	1000000	0.701987509915
GSE35156_mm10_ES_HindIII_Rep1	GSE35156_mm10_ES_HindIII_Rep2	mm10	5000000	40000	0.0555350507954
GSE35156_mm10_ES_HindIII_Rep1	GSE35156_mm10_ES_HindIII_Rep2	mm10	5000000	200000	0.370030604693
GSE35156_mm10_ES_HindIII_Rep1	GSE35156_mm10_ES_HindIII_Rep2	mm10	5000000	1000000	0.889229039277
GSE35156_mm10_ES_HindIII_Rep1	GSE35156_mm10_ES_HindIII_Rep2	mm10	10000000	40000	0.163305449379
GSE35156_mm10_ES_HindIII_Rep1	GSE35156_mm10_ES_HindIII_Rep2	mm10	10000000	200000	0.647091602675
GSE35156_mm10_ES_HindIII_Rep1	GSE35156_mm10_ES_HindIII_Rep2	mm10	10000000	1000000	0.945368518189
GSE35156_mm10_ES_HindIII_Rep1	GSE35156_mm10_ES_HindIII_Rep2	mm10	20000000	40000	0.384508333202
GSE35156_mm10_ES_HindIII_Rep1	GSE35156_mm10_ES_HindIII_Rep2	mm10	20000000	200000	0.833770973454
GSE35156_mm10_ES_HindIII_Rep1	GSE35156_mm10_ES_HindIII_Rep2	mm10	20000000	1000000	0.970677846433
GSE35156_mm10_ES_HindIII_Rep1	GSE35156_mm10_ES_HindIII_Rep2	mm10	40000000	40000	0.642498823392
GSE35156_mm10_ES_HindIII_Rep1	GSE35156_mm10_ES_HindIII_Rep2	mm10	40000000	200000	0.921929564026
GSE35156_mm10_ES_HindIII_Rep1	GSE35156_mm10_ES_HindIII_Rep2	mm10	40000000	1000000	0.982160397213
GSE38468_dm6_Kc167_HindIII_Rep1	GSE38468_dm6_Kc167_HindIII_Rep2	dm6	0	4000	0.774036048293
GSE38468_dm6_Kc167_HindIII_Rep1	GSE38468_dm6_Kc167_HindIII_Rep2	dm6	0	20000	0.864788278194
GSE38468_dm6_Kc167_HindIII_Rep1	GSE38468_dm6_Kc167_HindIII_Rep2	dm6	0	100000	0.956165989639
GSE38468_dm6_Kc167_HindIII_Rep1	GSE38468_dm6_Kc167_HindIII_Rep2	dm6	125000	4000	0.0197177363557
GSE38468_dm6_Kc167_HindIII_Rep1	GSE38468_dm6_Kc167_HindIII_Rep2	dm6	125000	20000	0.0192171497011
GSE38468_dm6_Kc167_HindIII_Rep1	GSE38468_dm6_Kc167_HindIII_Rep2	dm6	125000	100000	0.0737544537558
GSE38468_dm6_Kc167_HindIII_Rep1	GSE38468_dm6_Kc167_HindIII_Rep2	dm6	250000	4000	0.0312752740857
GSE38468_dm6_Kc167_HindIII_Rep1	GSE38468_dm6_Kc167_HindIII_Rep2	dm6	250000	20000	0.0396085529439
GSE38468_dm6_Kc167_HindIII_Rep1	GSE38468_dm6_Kc167_HindIII_Rep2	dm6	250000	100000	0.181676485602
GSE38468_dm6_Kc167_HindIII_Rep1	GSE38468_dm6_Kc167_HindIII_Rep2	dm6	500000	4000	0.0715583755807
GSE38468_dm6_Kc167_HindIII_Rep1	GSE38468_dm6_Kc167_HindIII_Rep2	dm6	500000	20000	0.110863347306
GSE38468_dm6_Kc167_HindIII_Rep1	GSE38468_dm6_Kc167_HindIII_Rep2	dm6	500000	100000	0.378421709159
GSE38468_dm6_Kc167_HindIII_Rep1	GSE38468_dm6_Kc167_HindIII_Rep2	dm6	1000000	4000	0.165437675779
GSE38468_dm6_Kc167_HindIII_Rep1	GSE38468_dm6_Kc167_HindIII_Rep2	dm6	1000000	20000	0.267291734674
GSE38468_dm6_Kc167_HindIII_Rep1	GSE38468_dm6_Kc167_HindIII_Rep2	dm6	1000000	100000	0.625733151386
GSE38468_dm6_Kc167_HindIII_Rep1	GSE38468_dm6_Kc167_HindIII_Rep2	dm6	2000000	4000	0.350423883676
GSE38468_dm6_Kc167_HindIII_Rep1	GSE38468_dm6_Kc167_HindIII_Rep2	dm6	2000000	20000	0.497776966886
GSE38468_dm6_Kc167_HindIII_Rep1	GSE38468_dm6_Kc167_HindIII_Rep2	dm6	2000000	100000	0.808129924725
GSE38468_dm6_Kc167_HindIII_Rep1	GSE38468_dm6_Kc167_HindIII_Rep2	dm6	5000000	4000	0.642091851272
GSE38468_dm6_Kc167_HindIII_Rep1	GSE38468_dm6_Kc167_HindIII_Rep2	dm6	5000000	20000	0.766222386461
GSE38468_dm6_Kc167_HindIII_Rep1	GSE38468_dm6_Kc167_HindIII_Rep2	dm6	5000000	100000	0.925069460232
GSE48592_hg38_GM12878_HindIII_Rep1	GSE48592_hg38_GM12878_HindIII_Rep2	hg38	0	40000	0.71899723241
GSE48592_hg38_GM12878_HindIII_Rep1	GSE48592_hg38_GM12878_HindIII_Rep2	hg38	0	200000	0.970716074044
GSE48592_hg38_GM12878_HindIII_Rep1	GSE48592_hg38_GM12878_HindIII_Rep2	hg38	0	1000000	0.995652031096
GSE48592_hg38_GM12878_HindIII_Rep1	GSE48592_hg38_GM12878_HindIII_Rep2	hg38	1000000	40000	0.00533048961397
GSE48592_hg38_GM12878_HindIII_Rep1	GSE48592_hg38_GM12878_HindIII_Rep2	hg38	1000000	200000	0.0704481310208
GSE48592_hg38_GM12878_HindIII_Rep1	GSE48592_hg38_GM12878_HindIII_Rep2	hg38	1000000	1000000	0.694843824595
GSE48592_hg38_GM12878_HindIII_Rep1	GSE48592_hg38_GM12878_HindIII_Rep2	hg38	2000000	40000	0.0118029573124
GSE48592_hg38_GM12878_HindIII_Rep1	GSE48592_hg38_GM12878_HindIII_Rep2	hg38	2000000	200000	0.222835122482
GSE48592_hg38_GM12878_HindIII_Rep1	GSE48592_hg38_GM12878_HindIII_Rep2	hg38	2000000	1000000	0.858821557853
GSE48592_hg38_GM12878_HindIII_Rep1	GSE48592_hg38_GM12878_HindIII_Rep2	hg38	5000000	40000	0.0481782154172
GSE48592_hg38_GM12878_HindIII_Rep1	GSE48592_hg38_GM12878_HindIII_Rep2	hg38	5000000	200000	0.587517999542
GSE48592_hg38_GM12878_HindIII_Rep1	GSE48592_hg38_GM12878_HindIII_Rep2	hg38	5000000	1000000	0.949728627724
GSE48592_hg38_GM12878_HindIII_Rep1	GSE48592_hg38_GM12878_HindIII_Rep2	hg38	10000000	40000	0.146151784778
GSE48592_hg38_GM12878_HindIII_Rep1	GSE48592_hg38_GM12878_HindIII_Rep2	hg38	10000000	200000	0.804265855592
GSE48592_hg38_GM12878_HindIII_Rep1	GSE48592_hg38_GM12878_HindIII_Rep2	hg38	10000000	1000000	0.976094543461
GSE48592_hg38_GM12878_HindIII_Rep1	GSE48592_hg38_GM12878_HindIII_Rep2	hg38	20000000	40000	0.358022826657
GSE48592_hg38_GM12878_HindIII_Rep1	GSE48592_hg38_GM12878_HindIII_Rep2	hg38	20000000	200000	0.912261675758
GSE48592_hg38_GM12878_HindIII_Rep1	GSE48592_hg38_GM12878_HindIII_Rep2	hg38	20000000	1000000	0.988326772072
