Sample	Genome	Coverage	Resolution	Score
Encode_hg38_T47D_HindIII_Rep2	hg38	5000000	200000	0.0294737734302
Encode_hg38_T47D_HindIII_Rep2	hg38	5000000	1000000	0.0972038596718
Encode_hg38_T47D_HindIII_Rep2	hg38	10000000	40000	0.00893038602958
Encode_hg38_T47D_HindIII_Rep2	hg38	10000000	200000	0.0544430638762
Encode_hg38_T47D_HindIII_Rep2	hg38	10000000	1000000	0.117635753746
Encode_hg38_T47D_HindIII_Rep2	hg38	20000000	40000	0.0213300951596
Encode_hg38_T47D_HindIII_Rep2	hg38	20000000	200000	0.0849368561842
Encode_hg38_T47D_HindIII_Rep2	hg38	20000000	1000000	0.130364978981
GSE35156_hg38_H1-ES_HindIII_Rep1	hg38	0	40000	0.00579032293821
GSE35156_hg38_H1-ES_HindIII_Rep1	hg38	0	200000	0.0264261906959
GSE35156_hg38_H1-ES_HindIII_Rep1	hg38	0	1000000	0.0901083198756
GSE35156_hg38_H1-ES_HindIII_Rep1	hg38	1000000	40000	0.00027753589086
GSE35156_hg38_H1-ES_HindIII_Rep1	hg38	1000000	200000	0.00153552635807
GSE35156_hg38_H1-ES_HindIII_Rep1	hg38	1000000	1000000	0.0176809968599
GSE35156_hg38_H1-ES_HindIII_Rep1	hg38	2000000	40000	0.000590616622035
GSE35156_hg38_H1-ES_HindIII_Rep1	hg38	2000000	200000	0.00400366095096
GSE35156_hg38_H1-ES_HindIII_Rep1	hg38	2000000	1000000	0.0336793172414
GSE35156_hg38_H1-ES_HindIII_Rep1	hg38	5000000	40000	0.00182005345014
GSE35156_hg38_H1-ES_HindIII_Rep1	hg38	5000000	200000	0.0113370711179
GSE35156_hg38_H1-ES_HindIII_Rep1	hg38	5000000	1000000	0.0614405939597
GSE35156_hg38_H1-ES_HindIII_Rep1	hg38	10000000	40000	0.00387429854224
GSE35156_hg38_H1-ES_HindIII_Rep1	hg38	10000000	200000	0.0200451141341
GSE35156_hg38_H1-ES_HindIII_Rep1	hg38	10000000	1000000	0.0805214681519
GSE35156_hg38_H1-ES_HindIII_Rep2	hg38	0	40000	0.0575105859678
GSE35156_hg38_H1-ES_HindIII_Rep2	hg38	0	200000	0.113639139071
GSE35156_hg38_H1-ES_HindIII_Rep2	hg38	0	1000000	0.173860188598
GSE35156_hg38_H1-ES_HindIII_Rep2	hg38	1000000	40000	0.000349943606403
GSE35156_hg38_H1-ES_HindIII_Rep2	hg38	1000000	200000	0.00159850578311
GSE35156_hg38_H1-ES_HindIII_Rep2	hg38	1000000	1000000	0.0167983148131
GSE35156_hg38_H1-ES_HindIII_Rep2	hg38	2000000	40000	0.000739217006451
GSE35156_hg38_H1-ES_HindIII_Rep2	hg38	2000000	200000	0.00450244144789
GSE35156_hg38_H1-ES_HindIII_Rep2	hg38	2000000	1000000	0.0350153269842
GSE35156_hg38_H1-ES_HindIII_Rep2	hg38	5000000	40000	0.00252237892581
GSE35156_hg38_H1-ES_HindIII_Rep2	hg38	5000000	200000	0.0149418387648
GSE35156_hg38_H1-ES_HindIII_Rep2	hg38	5000000	1000000	0.0736672490714
GSE35156_hg38_H1-ES_HindIII_Rep2	hg38	10000000	40000	0.00659652829108
GSE35156_hg38_H1-ES_HindIII_Rep2	hg38	10000000	200000	0.0312223294307
GSE35156_hg38_H1-ES_HindIII_Rep2	hg38	10000000	1000000	0.107799107379
GSE35156_hg38_H1-ES_HindIII_Rep2	hg38	20000000	40000	0.0154036206386
GSE35156_hg38_H1-ES_HindIII_Rep2	hg38	20000000	200000	0.0550144980418
GSE35156_hg38_H1-ES_HindIII_Rep2	hg38	20000000	1000000	0.137073743021
GSE35156_hg38_H1-ES_HindIII_Rep2	hg38	40000000	40000	0.0309226495773
GSE35156_hg38_H1-ES_HindIII_Rep2	hg38	40000000	200000	0.0826160509841
GSE35156_hg38_H1-ES_HindIII_Rep2	hg38	40000000	1000000	0.158070502593
GSE35156_hg38_IMR90_HindIII_Rep1	hg38	0	40000	0.0570643127198
GSE35156_hg38_IMR90_HindIII_Rep1	hg38	0	200000	0.12282369247
GSE35156_hg38_IMR90_HindIII_Rep1	hg38	0	1000000	0.131767129053
GSE35156_hg38_IMR90_HindIII_Rep1	hg38	1000000	40000	0.000347300667424
GSE35156_hg38_IMR90_HindIII_Rep1	hg38	1000000	200000	0.00363377050021
GSE35156_hg38_IMR90_HindIII_Rep1	hg38	1000000	1000000	0.0294605754995
GSE35156_hg38_IMR90_HindIII_Rep1	hg38	2000000	40000	0.000942549378563
GSE35156_hg38_IMR90_HindIII_Rep1	hg38	2000000	200000	0.00992502823437
GSE35156_hg38_IMR90_HindIII_Rep1	hg38	2000000	1000000	0.0518259286868
GSE35156_hg38_IMR90_HindIII_Rep1	hg38	5000000	40000	0.00377576300827
GSE35156_hg38_IMR90_HindIII_Rep1	hg38	5000000	200000	0.0294840404388
GSE35156_hg38_IMR90_HindIII_Rep1	hg38	5000000	1000000	0.0846293167345
GSE35156_hg38_IMR90_HindIII_Rep1	hg38	10000000	40000	0.00993909842294
GSE35156_hg38_IMR90_HindIII_Rep1	hg38	10000000	200000	0.0541454451103
GSE35156_hg38_IMR90_HindIII_Rep1	hg38	10000000	1000000	0.105478415049
GSE35156_hg38_IMR90_HindIII_Rep1	hg38	20000000	40000	0.0224456032904
GSE35156_hg38_IMR90_HindIII_Rep1	hg38	20000000	200000	0.0829475768059
GSE35156_hg38_IMR90_HindIII_Rep1	hg38	20000000	1000000	0.119777747228
GSE35156_hg38_IMR90_HindIII_Rep1	hg38	40000000	40000	0.0422708528536
GSE35156_hg38_IMR90_HindIII_Rep1	hg38	40000000	200000	0.109561905064
GSE35156_hg38_IMR90_HindIII_Rep1	hg38	40000000	1000000	0.12840471487
GSE35156_hg38_IMR90_HindIII_Rep2	hg38	0	40000	0.0456773391657
GSE35156_hg38_IMR90_HindIII_Rep2	hg38	0	200000	0.119212663613
GSE35156_hg38_IMR90_HindIII_Rep2	hg38	0	1000000	0.127736103335
GSE35156_hg38_IMR90_HindIII_Rep2	hg38	1000000	40000	0.000338324715874
GSE35156_hg38_IMR90_HindIII_Rep2	hg38	1000000	200000	0.00410725240774
GSE35156_hg38_IMR90_HindIII_Rep2	hg38	1000000	1000000	0.0347146131497
GSE35156_hg38_IMR90_HindIII_Rep2	hg38	2000000	40000	0.000920999798799
GSE35156_hg38_IMR90_HindIII_Rep2	hg38	2000000	200000	0.0111811889756
GSE35156_hg38_IMR90_HindIII_Rep2	hg38	2000000	1000000	0.0581486448819
GSE35156_hg38_IMR90_HindIII_Rep2	hg38	5000000	40000	0.00379031567759
GSE35156_hg38_IMR90_HindIII_Rep2	hg38	5000000	200000	0.033027598797
GSE35156_hg38_IMR90_HindIII_Rep2	hg38	5000000	1000000	0.0894482053541
GSE35156_hg38_IMR90_HindIII_Rep2	hg38	10000000	40000	0.0102020542488
GSE35156_hg38_IMR90_HindIII_Rep2	hg38	10000000	200000	0.0598883633927
GSE35156_hg38_IMR90_HindIII_Rep2	hg38	10000000	1000000	0.107490149007
GSE35156_hg38_IMR90_HindIII_Rep2	hg38	20000000	40000	0.0236644391374
GSE35156_hg38_IMR90_HindIII_Rep2	hg38	20000000	200000	0.0909609283702
GSE35156_hg38_IMR90_HindIII_Rep2	hg38	20000000	1000000	0.12028390718
GSE35156_hg38_IMR90_HindIII_Rep2	hg38	40000000	40000	0.0455667303241
GSE35156_hg38_IMR90_HindIII_Rep2	hg38	40000000	200000	0.11910574044
GSE35156_hg38_IMR90_HindIII_Rep2	hg38	40000000	1000000	0.127741917839
GSE35156_mm10_Cortex_HindIII_Rep1	mm10	0	40000	0.0198016360769
GSE35156_mm10_Cortex_HindIII_Rep1	mm10	0	200000	0.0580354102483
GSE35156_mm10_Cortex_HindIII_Rep1	mm10	0	1000000	0.0817340748255
GSE35156_mm10_Cortex_HindIII_Rep1	mm10	1000000	40000	0.000182254078162
GSE35156_mm10_Cortex_HindIII_Rep1	mm10	1000000	200000	0.00191984258327
GSE35156_mm10_Cortex_HindIII_Rep1	mm10	1000000	1000000	0.0257846566754
GSE35156_mm10_Cortex_HindIII_Rep1	mm10	2000000	40000	0.00055440474002
GSE35156_mm10_Cortex_HindIII_Rep1	mm10	2000000	200000	0.00529567138152
GSE35156_mm10_Cortex_HindIII_Rep1	mm10	2000000	1000000	0.0420950717846
GSE35156_mm10_Cortex_HindIII_Rep1	mm10	5000000	40000	0.00234678671283
GSE35156_mm10_Cortex_HindIII_Rep1	mm10	5000000	200000	0.0164130691815
GSE35156_mm10_Cortex_HindIII_Rep1	mm10	5000000	1000000	0.0625310830478
GSE35156_mm10_Cortex_HindIII_Rep1	mm10	10000000	40000	0.006314497707
GSE35156_mm10_Cortex_HindIII_Rep1	mm10	10000000	200000	0.0313459210525
GSE35156_mm10_Cortex_HindIII_Rep1	mm10	10000000	1000000	0.0736838074087
GSE35156_mm10_Cortex_HindIII_Rep1	mm10	20000000	40000	0.0144094188471
GSE35156_mm10_Cortex_HindIII_Rep1	mm10	20000000	200000	0.0495903406963
GSE35156_mm10_Cortex_HindIII_Rep1	mm10	20000000	1000000	0.079990604723
GSE35156_mm10_Cortex_HindIII_Rep2	mm10	0	40000	0.0249007603949
GSE35156_mm10_Cortex_HindIII_Rep2	mm10	0	200000	0.0645376925454
GSE35156_mm10_Cortex_HindIII_Rep2	mm10	0	1000000	0.087129030307
GSE35156_mm10_Cortex_HindIII_Rep2	mm10	1000000	40000	0.00021641386455
GSE35156_mm10_Cortex_HindIII_Rep2	mm10	1000000	200000	0.00195684873885
GSE35156_mm10_Cortex_HindIII_Rep2	mm10	1000000	1000000	0.0269830595099
GSE35156_mm10_Cortex_HindIII_Rep2	mm10	2000000	40000	0.000613132903348
GSE35156_mm10_Cortex_HindIII_Rep2	mm10	2000000	200000	0.00558075864838
GSE35156_mm10_Cortex_HindIII_Rep2	mm10	2000000	1000000	0.0443372125508
GSE35156_mm10_Cortex_HindIII_Rep2	mm10	5000000	40000	0.00265116628242
GSE35156_mm10_Cortex_HindIII_Rep2	mm10	5000000	200000	0.017277811849
GSE35156_mm10_Cortex_HindIII_Rep2	mm10	5000000	1000000	0.0661484433307
GSE35156_mm10_Cortex_HindIII_Rep2	mm10	10000000	40000	0.00712966977868
GSE35156_mm10_Cortex_HindIII_Rep2	mm10	10000000	200000	0.0329522411197
GSE35156_mm10_Cortex_HindIII_Rep2	mm10	10000000	1000000	0.0774928058369
GSE35156_mm10_Cortex_HindIII_Rep2	mm10	20000000	40000	0.016231604834
GSE35156_mm10_Cortex_HindIII_Rep2	mm10	20000000	200000	0.0522329831938
GSE35156_mm10_Cortex_HindIII_Rep2	mm10	20000000	1000000	0.0845625987255
GSE35156_mm10_ES_HindIII_Rep1	mm10	0	40000	0.0609064307288
GSE35156_mm10_ES_HindIII_Rep1	mm10	0	200000	0.110112958328
GSE35156_mm10_ES_HindIII_Rep1	mm10	0	1000000	0.127261096617
GSE35156_mm10_ES_HindIII_Rep1	mm10	1000000	40000	0.000288561248378
GSE35156_mm10_ES_HindIII_Rep1	mm10	1000000	200000	0.00159709711909
GSE35156_mm10_ES_HindIII_Rep1	mm10	1000000	1000000	0.0179566124577
GSE35156_mm10_ES_HindIII_Rep1	mm10	2000000	40000	0.000671039742019
GSE35156_mm10_ES_HindIII_Rep1	mm10	2000000	200000	0.00431156942876
GSE35156_mm10_ES_HindIII_Rep1	mm10	2000000	1000000	0.0354702474738
GSE35156_mm10_ES_HindIII_Rep1	mm10	5000000	40000	0.00252791569347
GSE35156_mm10_ES_HindIII_Rep1	mm10	5000000	200000	0.014146919516
GSE35156_mm10_ES_HindIII_Rep1	mm10	5000000	1000000	0.0662653605069
GSE35156_mm10_ES_HindIII_Rep1	mm10	10000000	40000	0.00672571242068
GSE35156_mm10_ES_HindIII_Rep1	mm10	10000000	200000	0.0298724888443
GSE35156_mm10_ES_HindIII_Rep1	mm10	10000000	1000000	0.0891421152436
GSE35156_mm10_ES_HindIII_Rep1	mm10	20000000	40000	0.0161157443782
GSE35156_mm10_ES_HindIII_Rep1	mm10	20000000	200000	0.0530542589185
GSE35156_mm10_ES_HindIII_Rep1	mm10	20000000	1000000	0.107267488126
GSE35156_mm10_ES_HindIII_Rep1	mm10	40000000	40000	0.0326220513169
GSE35156_mm10_ES_HindIII_Rep1	mm10	40000000	200000	0.0802651271419
GSE35156_mm10_ES_HindIII_Rep1	mm10	40000000	1000000	0.119508330972
GSE35156_mm10_ES_HindIII_Rep2	mm10	0	40000	0.0325807700666
GSE35156_mm10_ES_HindIII_Rep2	mm10	0	200000	0.0802694327034
GSE35156_mm10_ES_HindIII_Rep2	mm10	0	1000000	0.109835898803
GSE35156_mm10_ES_HindIII_Rep2	mm10	1000000	40000	0.000275285622551
GSE35156_mm10_ES_HindIII_Rep2	mm10	1000000	200000	0.00150880295091
GSE35156_mm10_ES_HindIII_Rep2	mm10	1000000	1000000	0.0189424339381
GSE35156_mm10_ES_HindIII_Rep2	mm10	2000000	40000	0.000622443716596
GSE35156_mm10_ES_HindIII_Rep2	mm10	2000000	200000	0.00429622115151
GSE35156_mm10_ES_HindIII_Rep2	mm10	2000000	1000000	0.0351491512081
GSE35156_mm10_ES_HindIII_Rep2	mm10	5000000	40000	0.00234713870217
GSE35156_mm10_ES_HindIII_Rep2	mm10	5000000	200000	0.0141728489457
GSE35156_mm10_ES_HindIII_Rep2	mm10	5000000	1000000	0.0642538056861
GSE35156_mm10_ES_HindIII_Rep2	mm10	10000000	40000	0.0063119476484
GSE35156_mm10_ES_HindIII_Rep2	mm10	10000000	200000	0.029281349616
GSE35156_mm10_ES_HindIII_Rep2	mm10	10000000	1000000	0.0846904845576
GSE35156_mm10_ES_HindIII_Rep2	mm10	20000000	40000	0.0151610653639
GSE35156_mm10_ES_HindIII_Rep2	mm10	20000000	200000	0.0519925655225
GSE35156_mm10_ES_HindIII_Rep2	mm10	20000000	1000000	0.10009630308
GSE35156_mm10_ES_HindIII_Rep2	mm10	40000000	40000	0.0310212130555
GSE35156_mm10_ES_HindIII_Rep2	mm10	40000000	200000	0.0782249089198
GSE35156_mm10_ES_HindIII_Rep2	mm10	40000000	1000000	0.109441641203
GSE38468_dm6_Kc167_HindIII_Rep1	dm6	0	4000	0.0500251451328
GSE38468_dm6_Kc167_HindIII_Rep1	dm6	0	20000	0.0620179001344
GSE38468_dm6_Kc167_HindIII_Rep1	dm6	0	100000	0.0882909256894
GSE38468_dm6_Kc167_HindIII_Rep1	dm6	125000	4000	0.000361183421996
GSE38468_dm6_Kc167_HindIII_Rep1	dm6	125000	20000	0.000750806755399
GSE38468_dm6_Kc167_HindIII_Rep1	dm6	125000	100000	0.00275452660877
GSE38468_dm6_Kc167_HindIII_Rep1	dm6	250000	4000	0.000847219887177
GSE38468_dm6_Kc167_HindIII_Rep1	dm6	250000	20000	0.00165278463566
GSE38468_dm6_Kc167_HindIII_Rep1	dm6	250000	100000	0.00656109164794
GSE38468_dm6_Kc167_HindIII_Rep1	dm6	500000	4000	0.00220769458393
GSE38468_dm6_Kc167_HindIII_Rep1	dm6	500000	20000	0.00426293804961
GSE38468_dm6_Kc167_HindIII_Rep1	dm6	500000	100000	0.0147259623641
GSE38468_dm6_Kc167_HindIII_Rep1	dm6	1000000	4000	0.00594727871238
GSE38468_dm6_Kc167_HindIII_Rep1	dm6	1000000	20000	0.0103141820939
GSE38468_dm6_Kc167_HindIII_Rep1	dm6	1000000	100000	0.0286047308668
GSE38468_dm6_Kc167_HindIII_Rep1	dm6	2000000	4000	0.014646550662
GSE38468_dm6_Kc167_HindIII_Rep1	dm6	2000000	20000	0.0219779274388
GSE38468_dm6_Kc167_HindIII_Rep1	dm6	2000000	100000	0.0486628654712
GSE38468_dm6_Kc167_HindIII_Rep1	dm6	5000000	4000	0.0377090201731
GSE38468_dm6_Kc167_HindIII_Rep1	dm6	5000000	20000	0.0489502184427
GSE38468_dm6_Kc167_HindIII_Rep1	dm6	5000000	100000	0.0784400186387
GSE38468_dm6_Kc167_HindIII_Rep2	dm6	0	4000	0.0738737584439
GSE38468_dm6_Kc167_HindIII_Rep2	dm6	0	20000	0.0838631389537
GSE38468_dm6_Kc167_HindIII_Rep2	dm6	0	100000	0.106921691609
GSE38468_dm6_Kc167_HindIII_Rep2	dm6	125000	4000	0.000345960647253
GSE38468_dm6_Kc167_HindIII_Rep2	dm6	125000	20000	0.000702442687657
GSE38468_dm6_Kc167_HindIII_Rep2	dm6	125000	100000	0.00228670086663
GSE38468_dm6_Kc167_HindIII_Rep2	dm6	250000	4000	0.000757514885123
GSE38468_dm6_Kc167_HindIII_Rep2	dm6	250000	20000	0.00141561909314
GSE38468_dm6_Kc167_HindIII_Rep2	dm6	250000	100000	0.00631181400553
GSE38468_dm6_Kc167_HindIII_Rep2	dm6	500000	4000	0.00202728383298
GSE38468_dm6_Kc167_HindIII_Rep2	dm6	500000	20000	0.00377293048171
GSE38468_dm6_Kc167_HindIII_Rep2	dm6	500000	100000	0.0139694855605
GSE38468_dm6_Kc167_HindIII_Rep2	dm6	1000000	4000	0.00537950979463
GSE38468_dm6_Kc167_HindIII_Rep2	dm6	1000000	20000	0.00930564395223
GSE38468_dm6_Kc167_HindIII_Rep2	dm6	1000000	100000	0.0284351108921
GSE38468_dm6_Kc167_HindIII_Rep2	dm6	2000000	4000	0.0134888588653
GSE38468_dm6_Kc167_HindIII_Rep2	dm6	2000000	20000	0.0205013341087
GSE38468_dm6_Kc167_HindIII_Rep2	dm6	2000000	100000	0.0492455754642
GSE38468_dm6_Kc167_HindIII_Rep2	dm6	5000000	4000	0.0367055102027
GSE38468_dm6_Kc167_HindIII_Rep2	dm6	5000000	20000	0.0473665533587
GSE38468_dm6_Kc167_HindIII_Rep2	dm6	5000000	100000	0.0805939895855
GSE38468_dm6_Kc167_HindIII_Rep2	dm6	10000000	4000	0.0639144149059
GSE38468_dm6_Kc167_HindIII_Rep2	dm6	10000000	20000	0.0745615614711
GSE38468_dm6_Kc167_HindIII_Rep2	dm6	10000000	100000	0.101377121576
GSE48592_hg38_GM12878_HindIII_Rep1	hg38	0	40000	0.031450804485
GSE48592_hg38_GM12878_HindIII_Rep1	hg38	0	200000	0.103707761792
GSE48592_hg38_GM12878_HindIII_Rep1	hg38	0	1000000	0.115612989955
GSE48592_hg38_GM12878_HindIII_Rep1	hg38	1000000	40000	0.000112992158277
GSE48592_hg38_GM12878_HindIII_Rep1	hg38	1000000	200000	0.00197643664249
GSE48592_hg38_GM12878_HindIII_Rep1	hg38	1000000	1000000	0.0272076036641
GSE48592_hg38_GM12878_HindIII_Rep1	hg38	2000000	40000	0.000318196417344
GSE48592_hg38_GM12878_HindIII_Rep1	hg38	2000000	200000	0.00576938237333
GSE48592_hg38_GM12878_HindIII_Rep1	hg38	2000000	1000000	0.0472730388193
GSE48592_hg38_GM12878_HindIII_Rep1	hg38	5000000	40000	0.00135097153554
GSE48592_hg38_GM12878_HindIII_Rep1	hg38	5000000	200000	0.0189412929532
GSE48592_hg38_GM12878_HindIII_Rep1	hg38	5000000	1000000	0.0762865210734
GSE48592_hg38_GM12878_HindIII_Rep1	hg38	10000000	40000	0.00394031952534
GSE48592_hg38_GM12878_HindIII_Rep1	hg38	10000000	200000	0.037914182994
GSE48592_hg38_GM12878_HindIII_Rep1	hg38	10000000	1000000	0.0946680221791
GSE48592_hg38_GM12878_HindIII_Rep1	hg38	20000000	40000	0.0101382238161
GSE48592_hg38_GM12878_HindIII_Rep1	hg38	20000000	200000	0.0636414118277
GSE48592_hg38_GM12878_HindIII_Rep1	hg38	20000000	1000000	0.106117969925
GSE48592_hg38_GM12878_HindIII_Rep1	hg38	40000000	40000	0.0222528664341
GSE48592_hg38_GM12878_HindIII_Rep1	hg38	40000000	200000	0.0907219288544
GSE48592_hg38_GM12878_HindIII_Rep1	hg38	40000000	1000000	0.113458373553
GSE48592_hg38_GM12878_HindIII_Rep2	hg38	0	40000	0.0290223785616
GSE48592_hg38_GM12878_HindIII_Rep2	hg38	0	200000	0.0999398629443
GSE48592_hg38_GM12878_HindIII_Rep2	hg38	0	1000000	0.115217547114
GSE48592_hg38_GM12878_HindIII_Rep2	hg38	1000000	40000	0.000121022488304
GSE48592_hg38_GM12878_HindIII_Rep2	hg38	1000000	200000	0.0019489552549
GSE48592_hg38_GM12878_HindIII_Rep2	hg38	1000000	1000000	0.0269847884235
GSE48592_hg38_GM12878_HindIII_Rep2	hg38	2000000	40000	0.000315591515317
GSE48592_hg38_GM12878_HindIII_Rep2	hg38	2000000	200000	0.0056885124361
GSE48592_hg38_GM12878_HindIII_Rep2	hg38	2000000	1000000	0.0470568279471
GSE48592_hg38_GM12878_HindIII_Rep2	hg38	5000000	40000	0.00136004275769
GSE48592_hg38_GM12878_HindIII_Rep2	hg38	5000000	200000	0.0187221059795
GSE48592_hg38_GM12878_HindIII_Rep2	hg38	5000000	1000000	0.0759294417714
GSE48592_hg38_GM12878_HindIII_Rep2	hg38	10000000	40000	0.00395107279465
GSE48592_hg38_GM12878_HindIII_Rep2	hg38	10000000	200000	0.0375601130339
GSE48592_hg38_GM12878_HindIII_Rep2	hg38	10000000	1000000	0.0939419481725
GSE48592_hg38_GM12878_HindIII_Rep2	hg38	20000000	40000	0.0102125745731
GSE48592_hg38_GM12878_HindIII_Rep2	hg38	20000000	200000	0.0629543835221
GSE48592_hg38_GM12878_HindIII_Rep2	hg38	20000000	1000000	0.105977633708
GSE48592_hg38_GM12878_HindIII_Rep2	hg38	40000000	40000	0.0222020062805
GSE48592_hg38_GM12878_HindIII_Rep2	hg38	40000000	200000	0.0899314532415
GSE48592_hg38_GM12878_HindIII_Rep2	hg38	40000000	1000000	0.113351259694
GSE49017_mm10_AST_HindIII_Rep1	mm10	0	40000	0.0359456339105
GSE49017_mm10_AST_HindIII_Rep1	mm10	0	200000	0.135041781814
GSE49017_mm10_AST_HindIII_Rep1	mm10	0	1000000	0.192600117543
GSE49017_mm10_AST_HindIII_Rep1	mm10	1000000	40000	0.000565549025188
GSE49017_mm10_AST_HindIII_Rep1	mm10	1000000	200000	0.00563446499055
GSE49017_mm10_AST_HindIII_Rep1	mm10	1000000	1000000	0.0663889588279
GSE49017_mm10_AST_HindIII_Rep1	mm10	2000000	40000	0.00149646956259
GSE49017_mm10_AST_HindIII_Rep1	mm10	2000000	200000	0.015362275035
GSE49017_mm10_AST_HindIII_Rep1	mm10	2000000	1000000	0.105899788595
GSE49017_mm10_AST_HindIII_Rep1	mm10	5000000	40000	0.00580231008328
GSE49017_mm10_AST_HindIII_Rep1	mm10	5000000	200000	0.0456358367518
GSE49017_mm10_AST_HindIII_Rep1	mm10	5000000	1000000	0.152909120365
GSE49017_mm10_AST_HindIII_Rep1	mm10	10000000	40000	0.0150617953916
GSE49017_mm10_AST_HindIII_Rep1	mm10	10000000	200000	0.084744294314
GSE49017_mm10_AST_HindIII_Rep1	mm10	10000000	1000000	0.177279794856
GSE49017_mm10_AST_HindIII_Rep1	mm10	20000000	40000	0.0340366988846
GSE49017_mm10_AST_HindIII_Rep1	mm10	20000000	200000	0.131511604768
GSE49017_mm10_AST_HindIII_Rep1	mm10	20000000	1000000	0.191796149755
GSE49017_mm10_AST_HindIII_Rep2	mm10	0	40000	0.0314668791704
GSE49017_mm10_AST_HindIII_Rep2	mm10	0	200000	0.140474815849
GSE49017_mm10_AST_HindIII_Rep2	mm10	0	1000000	0.204348182786
GSE49017_mm10_AST_HindIII_Rep2	mm10	1000000	40000	0.000573924567994
GSE49017_mm10_AST_HindIII_Rep2	mm10	1000000	200000	0.00712417977772
GSE49017_mm10_AST_HindIII_Rep2	mm10	1000000	1000000	0.0768320641151
GSE49017_mm10_AST_HindIII_Rep2	mm10	2000000	40000	0.00152417755168
GSE49017_mm10_AST_HindIII_Rep2	mm10	2000000	200000	0.0191970507187
GSE49017_mm10_AST_HindIII_Rep2	mm10	2000000	1000000	0.119078273841
GSE49017_mm10_AST_HindIII_Rep2	mm10	5000000	40000	0.00597131266647
GSE49017_mm10_AST_HindIII_Rep2	mm10	5000000	200000	0.0548271697512
GSE49017_mm10_AST_HindIII_Rep2	mm10	5000000	1000000	0.1672091668
GSE49017_mm10_AST_HindIII_Rep2	mm10	10000000	40000	0.015470225267
GSE49017_mm10_AST_HindIII_Rep2	mm10	10000000	200000	0.0984365063602
GSE49017_mm10_AST_HindIII_Rep2	mm10	10000000	1000000	0.19149501929
GSE49017_mm10_NSC_HindIII_Rep1	mm10	0	40000	0.0125536111801
GSE49017_mm10_NSC_HindIII_Rep1	mm10	0	200000	0.0564549190324
GSE49017_mm10_NSC_HindIII_Rep1	mm10	0	1000000	0.115417532178
GSE49017_mm10_NSC_HindIII_Rep1	mm10	1000000	40000	0.000376716776181
GSE49017_mm10_NSC_HindIII_Rep1	mm10	1000000	200000	0.00249410838897
GSE49017_mm10_NSC_HindIII_Rep1	mm10	1000000	1000000	0.0276474657346
GSE49017_mm10_NSC_HindIII_Rep1	mm10	2000000	40000	0.000921274949636
GSE49017_mm10_NSC_HindIII_Rep1	mm10	2000000	200000	0.00728135341674
GSE49017_mm10_NSC_HindIII_Rep1	mm10	2000000	1000000	0.0507417724307
GSE49017_mm10_NSC_HindIII_Rep1	mm10	5000000	40000	0.00353596880142
GSE49017_mm10_NSC_HindIII_Rep1	mm10	5000000	200000	0.0233497855821
GSE49017_mm10_NSC_HindIII_Rep1	mm10	5000000	1000000	0.0858506162028
GSE49017_mm10_NSC_HindIII_Rep1	mm10	10000000	40000	0.00935170936264
GSE49017_mm10_NSC_HindIII_Rep1	mm10	10000000	200000	0.0467862259076
GSE49017_mm10_NSC_HindIII_Rep1	mm10	10000000	1000000	0.109494504428
GSE49017_mm10_NSC_HindIII_Rep2	mm10	0	40000	0.00959688494779
GSE49017_mm10_NSC_HindIII_Rep2	mm10	0	200000	0.045442624699
GSE49017_mm10_NSC_HindIII_Rep2	mm10	0	1000000	0.105042373598
GSE49017_mm10_NSC_HindIII_Rep2	mm10	1000000	40000	0.000344716507713
GSE49017_mm10_NSC_HindIII_Rep2	mm10	1000000	200000	0.00230747372581
GSE49017_mm10_NSC_HindIII_Rep2	mm10	1000000	1000000	0.025031687697
GSE49017_mm10_NSC_HindIII_Rep2	mm10	2000000	40000	0.000827870605591
GSE49017_mm10_NSC_HindIII_Rep2	mm10	2000000	200000	0.00647645724452
GSE49017_mm10_NSC_HindIII_Rep2	mm10	2000000	1000000	0.0462564477676
GSE49017_mm10_NSC_HindIII_Rep2	mm10	5000000	40000	0.00325780527439
GSE49017_mm10_NSC_HindIII_Rep2	mm10	5000000	200000	0.0211361480766
GSE49017_mm10_NSC_HindIII_Rep2	mm10	5000000	1000000	0.0800564763601
GSE49017_mm10_NSC_HindIII_Rep2	mm10	10000000	40000	0.00871641284895
GSE49017_mm10_NSC_HindIII_Rep2	mm10	10000000	200000	0.0425688868544
GSE49017_mm10_NSC_HindIII_Rep2	mm10	10000000	1000000	0.10298185045
GSE52457_hg38_H1-ES_HindIII_Rep1	hg38	0	40000	0.0660457283232
GSE52457_hg38_H1-ES_HindIII_Rep1	hg38	0	200000	0.121067839049
GSE52457_hg38_H1-ES_HindIII_Rep1	hg38	0	1000000	0.177356229406
GSE52457_hg38_H1-ES_HindIII_Rep1	hg38	1000000	40000	0.000357282654827
GSE52457_hg38_H1-ES_HindIII_Rep1	hg38	1000000	200000	0.00160405549126
GSE52457_hg38_H1-ES_HindIII_Rep1	hg38	1000000	1000000	0.0171837066188
GSE52457_hg38_H1-ES_HindIII_Rep1	hg38	2000000	40000	0.000734923124546
GSE52457_hg38_H1-ES_HindIII_Rep1	hg38	2000000	200000	0.00453408432239
GSE52457_hg38_H1-ES_HindIII_Rep1	hg38	2000000	1000000	0.0357895440133
