Sample	Genome	Coverage	Resolution	Score
GSE52457_hg38_H1-ES_HindIII_Rep1	hg38	5000000	40000	0.00253559025912
GSE52457_hg38_H1-ES_HindIII_Rep1	hg38	5000000	200000	0.0148984513438
GSE52457_hg38_H1-ES_HindIII_Rep1	hg38	5000000	1000000	0.073666523751
GSE52457_hg38_H1-ES_HindIII_Rep1	hg38	10000000	40000	0.00656079500542
GSE52457_hg38_H1-ES_HindIII_Rep1	hg38	10000000	200000	0.0309034275219
GSE52457_hg38_H1-ES_HindIII_Rep1	hg38	10000000	1000000	0.107333952475
GSE52457_hg38_H1-ES_HindIII_Rep1	hg38	20000000	40000	0.0153003715145
GSE52457_hg38_H1-ES_HindIII_Rep1	hg38	20000000	200000	0.0544553979504
GSE52457_hg38_H1-ES_HindIII_Rep1	hg38	20000000	1000000	0.13577568616
GSE52457_hg38_H1-ES_HindIII_Rep1	hg38	40000000	40000	0.0305739816713
GSE52457_hg38_H1-ES_HindIII_Rep1	hg38	40000000	200000	0.0822109135504
GSE52457_hg38_H1-ES_HindIII_Rep1	hg38	40000000	1000000	0.157195428175
GSE52457_hg38_H1-ES_HindIII_Rep2	hg38	0	40000	0.080943113791
GSE52457_hg38_H1-ES_HindIII_Rep2	hg38	0	200000	0.133678194108
GSE52457_hg38_H1-ES_HindIII_Rep2	hg38	0	1000000	0.157173269332
GSE52457_hg38_H1-ES_HindIII_Rep2	hg38	1000000	40000	0.000292942068131
GSE52457_hg38_H1-ES_HindIII_Rep2	hg38	1000000	200000	0.00188744271349
GSE52457_hg38_H1-ES_HindIII_Rep2	hg38	1000000	1000000	0.0209369366703
GSE52457_hg38_H1-ES_HindIII_Rep2	hg38	2000000	40000	0.000651766728108
GSE52457_hg38_H1-ES_HindIII_Rep2	hg38	2000000	200000	0.00515417693456
GSE52457_hg38_H1-ES_HindIII_Rep2	hg38	2000000	1000000	0.0407836405518
GSE52457_hg38_H1-ES_HindIII_Rep2	hg38	5000000	40000	0.00235081698766
GSE52457_hg38_H1-ES_HindIII_Rep2	hg38	5000000	200000	0.0165301455405
GSE52457_hg38_H1-ES_HindIII_Rep2	hg38	5000000	1000000	0.0773259175047
GSE52457_hg38_H1-ES_HindIII_Rep2	hg38	10000000	40000	0.00622048247641
GSE52457_hg38_H1-ES_HindIII_Rep2	hg38	10000000	200000	0.0337598346462
GSE52457_hg38_H1-ES_HindIII_Rep2	hg38	10000000	1000000	0.105380916912
GSE52457_hg38_H1-ES_HindIII_Rep2	hg38	20000000	40000	0.0150082875044
GSE52457_hg38_H1-ES_HindIII_Rep2	hg38	20000000	200000	0.0587153398765
GSE52457_hg38_H1-ES_HindIII_Rep2	hg38	20000000	1000000	0.127021387101
GSE52457_hg38_H1-ES_HindIII_Rep2	hg38	40000000	40000	0.0307395526482
GSE52457_hg38_H1-ES_HindIII_Rep2	hg38	40000000	200000	0.0868307089461
GSE52457_hg38_H1-ES_HindIII_Rep2	hg38	40000000	1000000	0.142376980173
GSE52457_hg38_H1-MesenchymalStem_HindIII_Rep1	hg38	0	40000	0.126599095415
GSE52457_hg38_H1-MesenchymalStem_HindIII_Rep1	hg38	0	200000	0.171387245314
GSE52457_hg38_H1-MesenchymalStem_HindIII_Rep1	hg38	0	1000000	0.166105638298
GSE52457_hg38_H1-MesenchymalStem_HindIII_Rep1	hg38	1000000	40000	0.000537578500581
GSE52457_hg38_H1-MesenchymalStem_HindIII_Rep1	hg38	1000000	200000	0.00377123699222
GSE52457_hg38_H1-MesenchymalStem_HindIII_Rep1	hg38	1000000	1000000	0.0275311122386
GSE52457_hg38_H1-MesenchymalStem_HindIII_Rep1	hg38	2000000	40000	0.00140385942078
GSE52457_hg38_H1-MesenchymalStem_HindIII_Rep1	hg38	2000000	200000	0.0103338211161
GSE52457_hg38_H1-MesenchymalStem_HindIII_Rep1	hg38	2000000	1000000	0.0513769381173
GSE52457_hg38_H1-MesenchymalStem_HindIII_Rep1	hg38	5000000	40000	0.00545833045371
GSE52457_hg38_H1-MesenchymalStem_HindIII_Rep1	hg38	5000000	200000	0.0311310528817
GSE52457_hg38_H1-MesenchymalStem_HindIII_Rep1	hg38	5000000	1000000	0.0909400954746
GSE52457_hg38_H1-MesenchymalStem_HindIII_Rep1	hg38	10000000	40000	0.0139640259414
GSE52457_hg38_H1-MesenchymalStem_HindIII_Rep1	hg38	10000000	200000	0.0588173102177
GSE52457_hg38_H1-MesenchymalStem_HindIII_Rep1	hg38	10000000	1000000	0.119404985977
GSE52457_hg38_H1-MesenchymalStem_HindIII_Rep1	hg38	20000000	40000	0.0312624344698
GSE52457_hg38_H1-MesenchymalStem_HindIII_Rep1	hg38	20000000	200000	0.0931009408847
GSE52457_hg38_H1-MesenchymalStem_HindIII_Rep1	hg38	20000000	1000000	0.14057467216
GSE52457_hg38_H1-MesenchymalStem_HindIII_Rep1	hg38	40000000	40000	0.0587134858598
GSE52457_hg38_H1-MesenchymalStem_HindIII_Rep1	hg38	40000000	200000	0.126493886271
GSE52457_hg38_H1-MesenchymalStem_HindIII_Rep1	hg38	40000000	1000000	0.154193594264
GSE52457_hg38_H1-MesenchymalStem_HindIII_Rep2	hg38	0	40000	0.131190185003
GSE52457_hg38_H1-MesenchymalStem_HindIII_Rep2	hg38	0	200000	0.17356143717
GSE52457_hg38_H1-MesenchymalStem_HindIII_Rep2	hg38	0	1000000	0.165096295065
GSE52457_hg38_H1-MesenchymalStem_HindIII_Rep2	hg38	1000000	40000	0.00051294520625
GSE52457_hg38_H1-MesenchymalStem_HindIII_Rep2	hg38	1000000	200000	0.003803919946
GSE52457_hg38_H1-MesenchymalStem_HindIII_Rep2	hg38	1000000	1000000	0.0282922596135
GSE52457_hg38_H1-MesenchymalStem_HindIII_Rep2	hg38	2000000	40000	0.00136487087633
GSE52457_hg38_H1-MesenchymalStem_HindIII_Rep2	hg38	2000000	200000	0.0103664886588
GSE52457_hg38_H1-MesenchymalStem_HindIII_Rep2	hg38	2000000	1000000	0.0521533768604
GSE52457_hg38_H1-MesenchymalStem_HindIII_Rep2	hg38	5000000	40000	0.00528542467933
GSE52457_hg38_H1-MesenchymalStem_HindIII_Rep2	hg38	5000000	200000	0.0314854061342
GSE52457_hg38_H1-MesenchymalStem_HindIII_Rep2	hg38	5000000	1000000	0.0911257773506
GSE52457_hg38_H1-MesenchymalStem_HindIII_Rep2	hg38	10000000	40000	0.0137020006361
GSE52457_hg38_H1-MesenchymalStem_HindIII_Rep2	hg38	10000000	200000	0.0593364433355
GSE52457_hg38_H1-MesenchymalStem_HindIII_Rep2	hg38	10000000	1000000	0.118670041537
GSE52457_hg38_H1-MesenchymalStem_HindIII_Rep2	hg38	20000000	40000	0.0308915379743
GSE52457_hg38_H1-MesenchymalStem_HindIII_Rep2	hg38	20000000	200000	0.0937613376558
GSE52457_hg38_H1-MesenchymalStem_HindIII_Rep2	hg38	20000000	1000000	0.139827271946
GSE52457_hg38_H1-MesenchymalStem_HindIII_Rep2	hg38	40000000	40000	0.058404847329
GSE52457_hg38_H1-MesenchymalStem_HindIII_Rep2	hg38	40000000	200000	0.127492694052
GSE52457_hg38_H1-MesenchymalStem_HindIII_Rep2	hg38	40000000	1000000	0.153448204924
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep1	hg38	0	40000	0.0828400293621
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep1	hg38	0	200000	0.134462259731
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep1	hg38	0	1000000	0.158205480824
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep1	hg38	1000000	40000	0.00036141125856
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep1	hg38	1000000	200000	0.00167701102874
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep1	hg38	1000000	1000000	0.0200971514349
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep1	hg38	2000000	40000	0.000768158445326
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep1	hg38	2000000	200000	0.00480369361586
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep1	hg38	2000000	1000000	0.0402942787744
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep1	hg38	5000000	40000	0.00274360799927
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep1	hg38	5000000	200000	0.0160398824973
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep1	hg38	5000000	1000000	0.0769357479657
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep1	hg38	10000000	40000	0.00724667609252
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep1	hg38	10000000	200000	0.0333295845702
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep1	hg38	10000000	1000000	0.105998680345
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep1	hg38	20000000	40000	0.0172847527023
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep1	hg38	20000000	200000	0.0592290949309
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep1	hg38	20000000	1000000	0.129842338152
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep1	hg38	40000000	40000	0.0354028937281
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep1	hg38	40000000	200000	0.0894223612589
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep1	hg38	40000000	1000000	0.145451300089
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep2	hg38	0	40000	0.0907889303597
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep2	hg38	0	200000	0.123448722409
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep2	hg38	0	1000000	0.160358457338
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep2	hg38	1000000	40000	0.00052199442288
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep2	hg38	1000000	200000	0.00136234891133
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep2	hg38	1000000	1000000	0.0139275377391
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep2	hg38	2000000	40000	0.00107960903585
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep2	hg38	2000000	200000	0.00370541411665
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep2	hg38	2000000	1000000	0.030217826304
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep2	hg38	5000000	40000	0.00346683783533
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep2	hg38	5000000	200000	0.0123441651583
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep2	hg38	5000000	1000000	0.0638983912026
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep2	hg38	10000000	40000	0.00874854031018
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep2	hg38	10000000	200000	0.0265053848283
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep2	hg38	10000000	1000000	0.0935432171952
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep2	hg38	20000000	40000	0.0199940975212
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep2	hg38	20000000	200000	0.0487358493848
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep2	hg38	20000000	1000000	0.120945347519
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep2	hg38	40000000	40000	0.0390331066416
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep2	hg38	40000000	200000	0.0759182148541
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep2	hg38	40000000	1000000	0.140692419403
GSE52457_hg38_H1-NPC_HindIII_Rep1	hg38	0	40000	0.0274129756597
GSE52457_hg38_H1-NPC_HindIII_Rep1	hg38	0	200000	0.0682706815915
GSE52457_hg38_H1-NPC_HindIII_Rep1	hg38	0	1000000	0.102499972853
GSE52457_hg38_H1-NPC_HindIII_Rep1	hg38	1000000	40000	0.000208806805515
GSE52457_hg38_H1-NPC_HindIII_Rep1	hg38	1000000	200000	0.00185654989458
GSE52457_hg38_H1-NPC_HindIII_Rep1	hg38	1000000	1000000	0.0242483537965
GSE52457_hg38_H1-NPC_HindIII_Rep1	hg38	2000000	40000	0.000560004153091
GSE52457_hg38_H1-NPC_HindIII_Rep1	hg38	2000000	200000	0.00502692725618
GSE52457_hg38_H1-NPC_HindIII_Rep1	hg38	2000000	1000000	0.0425414674111
GSE52457_hg38_H1-NPC_HindIII_Rep1	hg38	5000000	40000	0.00214358831341
GSE52457_hg38_H1-NPC_HindIII_Rep1	hg38	5000000	200000	0.0152397956194
GSE52457_hg38_H1-NPC_HindIII_Rep1	hg38	5000000	1000000	0.0681854889427
GSE52457_hg38_H1-NPC_HindIII_Rep1	hg38	10000000	40000	0.00544972862089
GSE52457_hg38_H1-NPC_HindIII_Rep1	hg38	10000000	200000	0.0287513035088
GSE52457_hg38_H1-NPC_HindIII_Rep1	hg38	10000000	1000000	0.0836486647491
GSE52457_hg38_H1-NPC_HindIII_Rep1	hg38	20000000	40000	0.0116961554642
GSE52457_hg38_H1-NPC_HindIII_Rep1	hg38	20000000	200000	0.0450174828803
GSE52457_hg38_H1-NPC_HindIII_Rep1	hg38	20000000	1000000	0.0940947755654
GSE52457_hg38_H1-NPC_HindIII_Rep1	hg38	40000000	40000	0.0206963579843
GSE52457_hg38_H1-NPC_HindIII_Rep1	hg38	40000000	200000	0.0601517186768
GSE52457_hg38_H1-NPC_HindIII_Rep1	hg38	40000000	1000000	0.0999793181691
GSE52457_hg38_H1-NPC_HindIII_Rep2	hg38	0	40000	0.032466150747
GSE52457_hg38_H1-NPC_HindIII_Rep2	hg38	0	200000	0.0799557561196
GSE52457_hg38_H1-NPC_HindIII_Rep2	hg38	0	1000000	0.104028873207
GSE52457_hg38_H1-NPC_HindIII_Rep2	hg38	1000000	40000	0.000173302431259
GSE52457_hg38_H1-NPC_HindIII_Rep2	hg38	1000000	200000	0.00169913988015
GSE52457_hg38_H1-NPC_HindIII_Rep2	hg38	1000000	1000000	0.024269223702
GSE52457_hg38_H1-NPC_HindIII_Rep2	hg38	2000000	40000	0.000482805873475
GSE52457_hg38_H1-NPC_HindIII_Rep2	hg38	2000000	200000	0.00485625805402
GSE52457_hg38_H1-NPC_HindIII_Rep2	hg38	2000000	1000000	0.0424009771553
GSE52457_hg38_H1-NPC_HindIII_Rep2	hg38	5000000	40000	0.00201071037896
GSE52457_hg38_H1-NPC_HindIII_Rep2	hg38	5000000	200000	0.0158730998088
GSE52457_hg38_H1-NPC_HindIII_Rep2	hg38	5000000	1000000	0.0690014963606
GSE52457_hg38_H1-NPC_HindIII_Rep2	hg38	10000000	40000	0.0056397071582
GSE52457_hg38_H1-NPC_HindIII_Rep2	hg38	10000000	200000	0.0316926116949
GSE52457_hg38_H1-NPC_HindIII_Rep2	hg38	10000000	1000000	0.0854179589678
GSE52457_hg38_H1-NPC_HindIII_Rep2	hg38	20000000	40000	0.0138404934451
GSE52457_hg38_H1-NPC_HindIII_Rep2	hg38	20000000	200000	0.0529015114388
GSE52457_hg38_H1-NPC_HindIII_Rep2	hg38	20000000	1000000	0.0968240836237
GSE52457_hg38_H1-NPC_HindIII_Rep2	hg38	40000000	40000	0.0285523835179
GSE52457_hg38_H1-NPC_HindIII_Rep2	hg38	40000000	200000	0.0754300090779
GSE52457_hg38_H1-NPC_HindIII_Rep2	hg38	40000000	1000000	0.103386527283
GSE52457_hg38_H1-Trophectoderm_HindIII_Rep1	hg38	0	40000	0.0448678915697
GSE52457_hg38_H1-Trophectoderm_HindIII_Rep1	hg38	0	200000	0.0968358279108
GSE52457_hg38_H1-Trophectoderm_HindIII_Rep1	hg38	0	1000000	0.128839078936
GSE52457_hg38_H1-Trophectoderm_HindIII_Rep1	hg38	1000000	40000	0.000205480623993
GSE52457_hg38_H1-Trophectoderm_HindIII_Rep1	hg38	1000000	200000	0.00169184306887
GSE52457_hg38_H1-Trophectoderm_HindIII_Rep1	hg38	1000000	1000000	0.0235946070338
GSE52457_hg38_H1-Trophectoderm_HindIII_Rep1	hg38	2000000	40000	0.000530721793919
GSE52457_hg38_H1-Trophectoderm_HindIII_Rep1	hg38	2000000	200000	0.0047680043326
GSE52457_hg38_H1-Trophectoderm_HindIII_Rep1	hg38	2000000	1000000	0.0439532674142
GSE52457_hg38_H1-Trophectoderm_HindIII_Rep1	hg38	5000000	40000	0.00218510331599
GSE52457_hg38_H1-Trophectoderm_HindIII_Rep1	hg38	5000000	200000	0.0155444706318
GSE52457_hg38_H1-Trophectoderm_HindIII_Rep1	hg38	5000000	1000000	0.0768479309864
GSE52457_hg38_H1-Trophectoderm_HindIII_Rep1	hg38	10000000	40000	0.00603310080457
GSE52457_hg38_H1-Trophectoderm_HindIII_Rep1	hg38	10000000	200000	0.0313635650612
GSE52457_hg38_H1-Trophectoderm_HindIII_Rep1	hg38	10000000	1000000	0.0985718183025
GSE52457_hg38_H1-Trophectoderm_HindIII_Rep1	hg38	20000000	40000	0.0143731776951
GSE52457_hg38_H1-Trophectoderm_HindIII_Rep1	hg38	20000000	200000	0.0534302208828
GSE52457_hg38_H1-Trophectoderm_HindIII_Rep1	hg38	20000000	1000000	0.114356252601
GSE52457_hg38_H1-Trophectoderm_HindIII_Rep1	hg38	40000000	40000	0.0286539975094
GSE52457_hg38_H1-Trophectoderm_HindIII_Rep1	hg38	40000000	200000	0.0778070426161
GSE52457_hg38_H1-Trophectoderm_HindIII_Rep1	hg38	40000000	1000000	0.124276465689
GSE52457_hg38_H1-Trophectoderm_HindIII_Rep2	hg38	0	40000	0.0545561774208
GSE52457_hg38_H1-Trophectoderm_HindIII_Rep2	hg38	0	200000	0.102115307293
GSE52457_hg38_H1-Trophectoderm_HindIII_Rep2	hg38	0	1000000	0.126822329153
GSE52457_hg38_H1-Trophectoderm_HindIII_Rep2	hg38	1000000	40000	0.000241567755363
GSE52457_hg38_H1-Trophectoderm_HindIII_Rep2	hg38	1000000	200000	0.00171379509406
GSE52457_hg38_H1-Trophectoderm_HindIII_Rep2	hg38	1000000	1000000	0.0221024982698
GSE52457_hg38_H1-Trophectoderm_HindIII_Rep2	hg38	2000000	40000	0.000636613969439
GSE52457_hg38_H1-Trophectoderm_HindIII_Rep2	hg38	2000000	200000	0.00486997310149
GSE52457_hg38_H1-Trophectoderm_HindIII_Rep2	hg38	2000000	1000000	0.0420992678373
GSE52457_hg38_H1-Trophectoderm_HindIII_Rep2	hg38	5000000	40000	0.00256099993887
GSE52457_hg38_H1-Trophectoderm_HindIII_Rep2	hg38	5000000	200000	0.0155848881051
GSE52457_hg38_H1-Trophectoderm_HindIII_Rep2	hg38	5000000	1000000	0.0743203567955
GSE52457_hg38_H1-Trophectoderm_HindIII_Rep2	hg38	10000000	40000	0.00690802609761
GSE52457_hg38_H1-Trophectoderm_HindIII_Rep2	hg38	10000000	200000	0.0314464208143
GSE52457_hg38_H1-Trophectoderm_HindIII_Rep2	hg38	10000000	1000000	0.0959803186693
GSE52457_hg38_H1-Trophectoderm_HindIII_Rep2	hg38	20000000	40000	0.0162766617997
GSE52457_hg38_H1-Trophectoderm_HindIII_Rep2	hg38	20000000	200000	0.053786776238
GSE52457_hg38_H1-Trophectoderm_HindIII_Rep2	hg38	20000000	1000000	0.112095334754
GSE52457_hg38_H1-Trophectoderm_HindIII_Rep2	hg38	40000000	40000	0.0319798658231
GSE52457_hg38_H1-Trophectoderm_HindIII_Rep2	hg38	40000000	200000	0.0786276757064
GSE52457_hg38_H1-Trophectoderm_HindIII_Rep2	hg38	40000000	1000000	0.121586667774
GSE60494_mm10_ES_MboI_Rep1	mm10	0	40000	0.029406984881
GSE60494_mm10_ES_MboI_Rep1	mm10	0	200000	0.078879940887
GSE60494_mm10_ES_MboI_Rep1	mm10	0	1000000	0.110993684937
GSE60494_mm10_ES_MboI_Rep1	mm10	1000000	40000	0.00032859769974
GSE60494_mm10_ES_MboI_Rep1	mm10	1000000	200000	0.00130496666426
GSE60494_mm10_ES_MboI_Rep1	mm10	1000000	1000000	0.0143827398594
GSE60494_mm10_ES_MboI_Rep1	mm10	2000000	40000	0.000652570301005
GSE60494_mm10_ES_MboI_Rep1	mm10	2000000	200000	0.00375184806588
GSE60494_mm10_ES_MboI_Rep1	mm10	2000000	1000000	0.0290815913677
GSE60494_mm10_ES_MboI_Rep1	mm10	5000000	40000	0.00213914134569
GSE60494_mm10_ES_MboI_Rep1	mm10	5000000	200000	0.0130324915644
GSE60494_mm10_ES_MboI_Rep1	mm10	5000000	1000000	0.0569890349526
GSE60494_mm10_ES_MboI_Rep1	mm10	10000000	40000	0.00575161821023
GSE60494_mm10_ES_MboI_Rep1	mm10	10000000	200000	0.0282067158259
GSE60494_mm10_ES_MboI_Rep1	mm10	10000000	1000000	0.0793696951034
GSE60494_mm10_ES_MboI_Rep1	mm10	20000000	40000	0.014297297691
GSE60494_mm10_ES_MboI_Rep1	mm10	20000000	200000	0.0520401717151
GSE60494_mm10_ES_MboI_Rep1	mm10	20000000	1000000	0.0980422735815
GSE60494_mm10_ES_MboI_Rep2	mm10	0	40000	0.0185063579519
GSE60494_mm10_ES_MboI_Rep2	mm10	0	200000	0.0602267065919
GSE60494_mm10_ES_MboI_Rep2	mm10	0	1000000	0.104996952649
GSE60494_mm10_ES_MboI_Rep2	mm10	1000000	40000	0.000356208382657
GSE60494_mm10_ES_MboI_Rep2	mm10	1000000	200000	0.00145576124963
GSE60494_mm10_ES_MboI_Rep2	mm10	1000000	1000000	0.014098965734
GSE60494_mm10_ES_MboI_Rep2	mm10	2000000	40000	0.000699499632463
GSE60494_mm10_ES_MboI_Rep2	mm10	2000000	200000	0.00395919240927
GSE60494_mm10_ES_MboI_Rep2	mm10	2000000	1000000	0.0290056742712
GSE60494_mm10_ES_MboI_Rep2	mm10	5000000	40000	0.00234209065776
GSE60494_mm10_ES_MboI_Rep2	mm10	5000000	200000	0.0135412982581
GSE60494_mm10_ES_MboI_Rep2	mm10	5000000	1000000	0.0567531985932
GSE60494_mm10_ES_MboI_Rep2	mm10	10000000	40000	0.00614269733852
GSE60494_mm10_ES_MboI_Rep2	mm10	10000000	200000	0.0289352667015
GSE60494_mm10_ES_MboI_Rep2	mm10	10000000	1000000	0.0798898299785
GSE60494_mm10_ES_MboI_Rep2	mm10	20000000	40000	0.015118794908
GSE60494_mm10_ES_MboI_Rep2	mm10	20000000	200000	0.053166577785
GSE60494_mm10_ES_MboI_Rep2	mm10	20000000	1000000	0.100407998009
GSE61471_dm6_16-18hr-embryos_DpnII_Rep1	dm6	0	4000	0.0855691051469
GSE61471_dm6_16-18hr-embryos_DpnII_Rep1	dm6	0	20000	0.108066082793
GSE61471_dm6_16-18hr-embryos_DpnII_Rep1	dm6	0	100000	0.116685252792
GSE61471_dm6_16-18hr-embryos_DpnII_Rep1	dm6	125000	4000	6.88591793467e-05
GSE61471_dm6_16-18hr-embryos_DpnII_Rep1	dm6	125000	20000	0.000106770511009
GSE61471_dm6_16-18hr-embryos_DpnII_Rep1	dm6	125000	100000	0.00256087737822
GSE61471_dm6_16-18hr-embryos_DpnII_Rep1	dm6	250000	4000	0.000100173387715
GSE61471_dm6_16-18hr-embryos_DpnII_Rep1	dm6	250000	20000	0.000417273630504
GSE61471_dm6_16-18hr-embryos_DpnII_Rep1	dm6	250000	100000	0.00704228547781
GSE61471_dm6_16-18hr-embryos_DpnII_Rep1	dm6	500000	4000	0.000195116104676
GSE61471_dm6_16-18hr-embryos_DpnII_Rep1	dm6	500000	20000	0.00126634566735
GSE61471_dm6_16-18hr-embryos_DpnII_Rep1	dm6	500000	100000	0.0165418268
GSE61471_dm6_16-18hr-embryos_DpnII_Rep1	dm6	1000000	4000	0.00043239763701
GSE61471_dm6_16-18hr-embryos_DpnII_Rep1	dm6	1000000	20000	0.00344286442282
GSE61471_dm6_16-18hr-embryos_DpnII_Rep1	dm6	1000000	100000	0.0333615896992
GSE61471_dm6_16-18hr-embryos_DpnII_Rep1	dm6	2000000	4000	0.00126357543392
GSE61471_dm6_16-18hr-embryos_DpnII_Rep1	dm6	2000000	20000	0.00882171717192
GSE61471_dm6_16-18hr-embryos_DpnII_Rep1	dm6	2000000	100000	0.0548868496282
GSE61471_dm6_16-18hr-embryos_DpnII_Rep1	dm6	5000000	4000	0.0050055713168
GSE61471_dm6_16-18hr-embryos_DpnII_Rep1	dm6	5000000	20000	0.025230249081
GSE61471_dm6_16-18hr-embryos_DpnII_Rep1	dm6	5000000	100000	0.0833796414684
GSE61471_dm6_16-18hr-embryos_DpnII_Rep1	dm6	10000000	4000	0.0125827227353
GSE61471_dm6_16-18hr-embryos_DpnII_Rep1	dm6	10000000	20000	0.0455457205421
GSE61471_dm6_16-18hr-embryos_DpnII_Rep1	dm6	10000000	100000	0.09820848983
GSE61471_dm6_16-18hr-embryos_DpnII_Rep1	dm6	20000000	4000	0.0270502520645
GSE61471_dm6_16-18hr-embryos_DpnII_Rep1	dm6	20000000	20000	0.0682184169038
GSE61471_dm6_16-18hr-embryos_DpnII_Rep1	dm6	20000000	100000	0.10796843735
GSE61471_dm6_16-18hr-embryos_DpnII_Rep1	dm6	40000000	4000	0.0483878920599
GSE61471_dm6_16-18hr-embryos_DpnII_Rep1	dm6	40000000	20000	0.0884191164903
GSE61471_dm6_16-18hr-embryos_DpnII_Rep1	dm6	40000000	100000	0.11298166446
GSE61471_dm6_16-18hr-embryos_DpnII_Rep2	dm6	0	4000	0.106628110086
GSE61471_dm6_16-18hr-embryos_DpnII_Rep2	dm6	0	20000	0.117896344167
GSE61471_dm6_16-18hr-embryos_DpnII_Rep2	dm6	0	100000	0.124293417123
GSE61471_dm6_16-18hr-embryos_DpnII_Rep2	dm6	125000	4000	6.34101871797e-05
GSE61471_dm6_16-18hr-embryos_DpnII_Rep2	dm6	125000	20000	0.000141314214598
GSE61471_dm6_16-18hr-embryos_DpnII_Rep2	dm6	125000	100000	0.0028080102744
GSE61471_dm6_16-18hr-embryos_DpnII_Rep2	dm6	250000	4000	0.000100165667831
GSE61471_dm6_16-18hr-embryos_DpnII_Rep2	dm6	250000	20000	0.000416234716398
GSE61471_dm6_16-18hr-embryos_DpnII_Rep2	dm6	250000	100000	0.00785787961466
GSE61471_dm6_16-18hr-embryos_DpnII_Rep2	dm6	500000	4000	0.000207232359891
GSE61471_dm6_16-18hr-embryos_DpnII_Rep2	dm6	500000	20000	0.00131307936157
GSE61471_dm6_16-18hr-embryos_DpnII_Rep2	dm6	500000	100000	0.0186029780652
GSE61471_dm6_16-18hr-embryos_DpnII_Rep2	dm6	1000000	4000	0.000525496985804
GSE61471_dm6_16-18hr-embryos_DpnII_Rep2	dm6	1000000	20000	0.00392538240596
GSE61471_dm6_16-18hr-embryos_DpnII_Rep2	dm6	1000000	100000	0.036475561307
GSE61471_dm6_16-18hr-embryos_DpnII_Rep2	dm6	2000000	4000	0.00148718248261
GSE61471_dm6_16-18hr-embryos_DpnII_Rep2	dm6	2000000	20000	0.0100830276953
GSE61471_dm6_16-18hr-embryos_DpnII_Rep2	dm6	2000000	100000	0.0597749627467
GSE61471_dm6_16-18hr-embryos_DpnII_Rep2	dm6	5000000	4000	0.00581591267862
GSE61471_dm6_16-18hr-embryos_DpnII_Rep2	dm6	5000000	20000	0.0285107612899
GSE61471_dm6_16-18hr-embryos_DpnII_Rep2	dm6	5000000	100000	0.0885284179739
GSE61471_dm6_16-18hr-embryos_DpnII_Rep2	dm6	10000000	4000	0.0147169467283
GSE61471_dm6_16-18hr-embryos_DpnII_Rep2	dm6	10000000	20000	0.0505866488471
GSE61471_dm6_16-18hr-embryos_DpnII_Rep2	dm6	10000000	100000	0.104870926496
GSE61471_dm6_16-18hr-embryos_DpnII_Rep2	dm6	20000000	4000	0.0314840662758
GSE61471_dm6_16-18hr-embryos_DpnII_Rep2	dm6	20000000	20000	0.0746660021015
GSE61471_dm6_16-18hr-embryos_DpnII_Rep2	dm6	20000000	100000	0.115011286384
