Sample	Genome	Noise	Resolution	Score
GSE35156_hg38_H1-ES_HindIII_Rep2	hg38	350	1000000	0.167117919258
GSE35156_hg38_H1-ES_HindIII_Rep2	hg38	500	40000	0.0359326916423
GSE35156_hg38_H1-ES_HindIII_Rep2	hg38	500	200000	0.0897403313644
GSE35156_hg38_H1-ES_HindIII_Rep2	hg38	500	1000000	0.162134161521
GSE35156_hg38_H1-ES_HindIII_Rep2	hg38	750	40000	0.0187938664919
GSE35156_hg38_H1-ES_HindIII_Rep2	hg38	750	200000	0.0620073706103
GSE35156_hg38_H1-ES_HindIII_Rep2	hg38	750	1000000	0.142940180189
GSE35156_hg38_IMR90_HindIII_Rep1	hg38	0	40000	0.0570638525397
GSE35156_hg38_IMR90_HindIII_Rep1	hg38	0	200000	0.122816484757
GSE35156_hg38_IMR90_HindIII_Rep1	hg38	0	1000000	0.131726227894
GSE35156_hg38_IMR90_HindIII_Rep1	hg38	1	40000	0.0570274397292
GSE35156_hg38_IMR90_HindIII_Rep1	hg38	1	200000	0.122784129105
GSE35156_hg38_IMR90_HindIII_Rep1	hg38	1	1000000	0.131722272571
GSE35156_hg38_IMR90_HindIII_Rep1	hg38	5	40000	0.056894982833
GSE35156_hg38_IMR90_HindIII_Rep1	hg38	5	200000	0.122672375286
GSE35156_hg38_IMR90_HindIII_Rep1	hg38	5	1000000	0.131695116565
GSE35156_hg38_IMR90_HindIII_Rep1	hg38	10	40000	0.0567250760216
GSE35156_hg38_IMR90_HindIII_Rep1	hg38	10	200000	0.122529152606
GSE35156_hg38_IMR90_HindIII_Rep1	hg38	10	1000000	0.13167868263
GSE35156_hg38_IMR90_HindIII_Rep1	hg38	20	40000	0.0563817630382
GSE35156_hg38_IMR90_HindIII_Rep1	hg38	20	200000	0.122280186259
GSE35156_hg38_IMR90_HindIII_Rep1	hg38	20	1000000	0.13156617548
GSE35156_hg38_IMR90_HindIII_Rep1	hg38	50	40000	0.0552913133435
GSE35156_hg38_IMR90_HindIII_Rep1	hg38	50	200000	0.121466693896
GSE35156_hg38_IMR90_HindIII_Rep1	hg38	50	1000000	0.131453640587
GSE35156_hg38_IMR90_HindIII_Rep1	hg38	100	40000	0.0534251589573
GSE35156_hg38_IMR90_HindIII_Rep1	hg38	100	200000	0.119964841628
GSE35156_hg38_IMR90_HindIII_Rep1	hg38	100	1000000	0.131166756926
GSE35156_hg38_IMR90_HindIII_Rep1	hg38	200	40000	0.0493650375939
GSE35156_hg38_IMR90_HindIII_Rep1	hg38	200	200000	0.116489010403
GSE35156_hg38_IMR90_HindIII_Rep1	hg38	200	1000000	0.130120781514
GSE35156_hg38_IMR90_HindIII_Rep1	hg38	350	40000	0.0423539034334
GSE35156_hg38_IMR90_HindIII_Rep1	hg38	350	200000	0.109852254817
GSE35156_hg38_IMR90_HindIII_Rep1	hg38	350	1000000	0.128596046297
GSE35156_hg38_IMR90_HindIII_Rep1	hg38	500	40000	0.0340793882388
GSE35156_hg38_IMR90_HindIII_Rep1	hg38	500	200000	0.100445774729
GSE35156_hg38_IMR90_HindIII_Rep1	hg38	500	1000000	0.126024740588
GSE35156_hg38_IMR90_HindIII_Rep1	hg38	750	40000	0.0168441972246
GSE35156_hg38_IMR90_HindIII_Rep1	hg38	750	200000	0.0722618953722
GSE35156_hg38_IMR90_HindIII_Rep1	hg38	750	1000000	0.11529008497
GSE35156_hg38_IMR90_HindIII_Rep2	hg38	0	40000	0.0456773391657
GSE35156_hg38_IMR90_HindIII_Rep2	hg38	0	200000	0.119209546504
GSE35156_hg38_IMR90_HindIII_Rep2	hg38	0	1000000	0.127736103335
GSE35156_hg38_IMR90_HindIII_Rep2	hg38	1	40000	0.0456402993239
GSE35156_hg38_IMR90_HindIII_Rep2	hg38	1	200000	0.119173293911
GSE35156_hg38_IMR90_HindIII_Rep2	hg38	1	1000000	0.127725967132
GSE35156_hg38_IMR90_HindIII_Rep2	hg38	5	40000	0.0454892048121
GSE35156_hg38_IMR90_HindIII_Rep2	hg38	5	200000	0.119029716549
GSE35156_hg38_IMR90_HindIII_Rep2	hg38	5	1000000	0.127703662841
GSE35156_hg38_IMR90_HindIII_Rep2	hg38	10	40000	0.0453059851044
GSE35156_hg38_IMR90_HindIII_Rep2	hg38	10	200000	0.118851034905
GSE35156_hg38_IMR90_HindIII_Rep2	hg38	10	1000000	0.127686938012
GSE35156_hg38_IMR90_HindIII_Rep2	hg38	20	40000	0.0449529828497
GSE35156_hg38_IMR90_HindIII_Rep2	hg38	20	200000	0.118479146351
GSE35156_hg38_IMR90_HindIII_Rep2	hg38	20	1000000	0.127601320648
GSE35156_hg38_IMR90_HindIII_Rep2	hg38	50	40000	0.043820875354
GSE35156_hg38_IMR90_HindIII_Rep2	hg38	50	200000	0.117350867708
GSE35156_hg38_IMR90_HindIII_Rep2	hg38	50	1000000	0.127340898913
GSE35156_hg38_IMR90_HindIII_Rep2	hg38	100	40000	0.0418859463922
GSE35156_hg38_IMR90_HindIII_Rep2	hg38	100	200000	0.115370377425
GSE35156_hg38_IMR90_HindIII_Rep2	hg38	100	1000000	0.126997542801
GSE35156_hg38_IMR90_HindIII_Rep2	hg38	200	40000	0.0377924546886
GSE35156_hg38_IMR90_HindIII_Rep2	hg38	200	200000	0.110843723307
GSE35156_hg38_IMR90_HindIII_Rep2	hg38	200	1000000	0.125886005981
GSE35156_hg38_IMR90_HindIII_Rep2	hg38	350	40000	0.0310914617444
GSE35156_hg38_IMR90_HindIII_Rep2	hg38	350	200000	0.102486243318
GSE35156_hg38_IMR90_HindIII_Rep2	hg38	350	1000000	0.123977702838
GSE35156_hg38_IMR90_HindIII_Rep2	hg38	500	40000	0.0237098017294
GSE35156_hg38_IMR90_HindIII_Rep2	hg38	500	200000	0.0911539683526
GSE35156_hg38_IMR90_HindIII_Rep2	hg38	500	1000000	0.120861030667
GSE35156_hg38_IMR90_HindIII_Rep2	hg38	750	40000	0.010256786526
GSE35156_hg38_IMR90_HindIII_Rep2	hg38	750	200000	0.0601674169446
GSE35156_hg38_IMR90_HindIII_Rep2	hg38	750	1000000	0.108629774041
GSE35156_mm10_Cortex_HindIII_Rep1	mm10	0	40000	0.0197975943418
GSE35156_mm10_Cortex_HindIII_Rep1	mm10	0	200000	0.0580129160246
GSE35156_mm10_Cortex_HindIII_Rep1	mm10	0	1000000	0.081560462882
GSE35156_mm10_Cortex_HindIII_Rep1	mm10	1	40000	0.0197788020076
GSE35156_mm10_Cortex_HindIII_Rep1	mm10	1	200000	0.0579871900823
GSE35156_mm10_Cortex_HindIII_Rep1	mm10	1	1000000	0.0815498318193
GSE35156_mm10_Cortex_HindIII_Rep1	mm10	5	40000	0.0197083238833
GSE35156_mm10_Cortex_HindIII_Rep1	mm10	5	200000	0.0578806855496
GSE35156_mm10_Cortex_HindIII_Rep1	mm10	5	1000000	0.0815519701714
GSE35156_mm10_Cortex_HindIII_Rep1	mm10	10	40000	0.0196219741931
GSE35156_mm10_Cortex_HindIII_Rep1	mm10	10	200000	0.0577518656755
GSE35156_mm10_Cortex_HindIII_Rep1	mm10	10	1000000	0.0815222083763
GSE35156_mm10_Cortex_HindIII_Rep1	mm10	20	40000	0.0194385306889
GSE35156_mm10_Cortex_HindIII_Rep1	mm10	20	200000	0.0574935726518
GSE35156_mm10_Cortex_HindIII_Rep1	mm10	20	1000000	0.0814905171254
GSE35156_mm10_Cortex_HindIII_Rep1	mm10	50	40000	0.0188893677506
GSE35156_mm10_Cortex_HindIII_Rep1	mm10	50	200000	0.0567258987794
GSE35156_mm10_Cortex_HindIII_Rep1	mm10	50	1000000	0.0813249892095
GSE35156_mm10_Cortex_HindIII_Rep1	mm10	100	40000	0.0179353956258
GSE35156_mm10_Cortex_HindIII_Rep1	mm10	100	200000	0.0553746360258
GSE35156_mm10_Cortex_HindIII_Rep1	mm10	100	1000000	0.081070175267
GSE35156_mm10_Cortex_HindIII_Rep1	mm10	200	40000	0.0159763606528
GSE35156_mm10_Cortex_HindIII_Rep1	mm10	200	200000	0.0522734477297
GSE35156_mm10_Cortex_HindIII_Rep1	mm10	200	1000000	0.0806275380248
GSE35156_mm10_Cortex_HindIII_Rep1	mm10	350	40000	0.012822223132
GSE35156_mm10_Cortex_HindIII_Rep1	mm10	350	200000	0.046724712822
GSE35156_mm10_Cortex_HindIII_Rep1	mm10	350	1000000	0.0794401758325
GSE35156_mm10_Cortex_HindIII_Rep1	mm10	500	40000	0.00949079796289
GSE35156_mm10_Cortex_HindIII_Rep1	mm10	500	200000	0.0396971285407
GSE35156_mm10_Cortex_HindIII_Rep1	mm10	500	1000000	0.0773715497955
GSE35156_mm10_Cortex_HindIII_Rep1	mm10	750	40000	0.00379284754233
GSE35156_mm10_Cortex_HindIII_Rep1	mm10	750	200000	0.0228067918227
GSE35156_mm10_Cortex_HindIII_Rep1	mm10	750	1000000	0.0684021342358
GSE35156_mm10_Cortex_HindIII_Rep2	mm10	0	40000	0.0248953687932
GSE35156_mm10_Cortex_HindIII_Rep2	mm10	0	200000	0.0645001800057
GSE35156_mm10_Cortex_HindIII_Rep2	mm10	0	1000000	0.0866644881134
GSE35156_mm10_Cortex_HindIII_Rep2	mm10	1	40000	0.0248764460844
GSE35156_mm10_Cortex_HindIII_Rep2	mm10	1	200000	0.064475328079
GSE35156_mm10_Cortex_HindIII_Rep2	mm10	1	1000000	0.0866582875305
GSE35156_mm10_Cortex_HindIII_Rep2	mm10	5	40000	0.0247918753814
GSE35156_mm10_Cortex_HindIII_Rep2	mm10	5	200000	0.0643711524751
GSE35156_mm10_Cortex_HindIII_Rep2	mm10	5	1000000	0.0866541882063
GSE35156_mm10_Cortex_HindIII_Rep2	mm10	10	40000	0.0246836654161
GSE35156_mm10_Cortex_HindIII_Rep2	mm10	10	200000	0.064233723142
GSE35156_mm10_Cortex_HindIII_Rep2	mm10	10	1000000	0.0866116314024
GSE35156_mm10_Cortex_HindIII_Rep2	mm10	20	40000	0.0244545051719
GSE35156_mm10_Cortex_HindIII_Rep2	mm10	20	200000	0.0639689838351
GSE35156_mm10_Cortex_HindIII_Rep2	mm10	20	1000000	0.0866129812259
GSE35156_mm10_Cortex_HindIII_Rep2	mm10	50	40000	0.0237963529437
GSE35156_mm10_Cortex_HindIII_Rep2	mm10	50	200000	0.0630868148584
GSE35156_mm10_Cortex_HindIII_Rep2	mm10	50	1000000	0.0864647387199
GSE35156_mm10_Cortex_HindIII_Rep2	mm10	100	40000	0.0226817961946
GSE35156_mm10_Cortex_HindIII_Rep2	mm10	100	200000	0.0616508342078
GSE35156_mm10_Cortex_HindIII_Rep2	mm10	100	1000000	0.0862209549498
GSE35156_mm10_Cortex_HindIII_Rep2	mm10	200	40000	0.0203402602241
GSE35156_mm10_Cortex_HindIII_Rep2	mm10	200	200000	0.0584879332101
GSE35156_mm10_Cortex_HindIII_Rep2	mm10	200	1000000	0.0855266994084
GSE35156_mm10_Cortex_HindIII_Rep2	mm10	350	40000	0.0165605139396
GSE35156_mm10_Cortex_HindIII_Rep2	mm10	350	200000	0.0526609188125
GSE35156_mm10_Cortex_HindIII_Rep2	mm10	350	1000000	0.0840226129166
GSE35156_mm10_Cortex_HindIII_Rep2	mm10	500	40000	0.0124149461915
GSE35156_mm10_Cortex_HindIII_Rep2	mm10	500	200000	0.0451656123174
GSE35156_mm10_Cortex_HindIII_Rep2	mm10	500	1000000	0.0818527171867
GSE35156_mm10_Cortex_HindIII_Rep2	mm10	750	40000	0.00513956498123
GSE35156_mm10_Cortex_HindIII_Rep2	mm10	750	200000	0.0265949304778
GSE35156_mm10_Cortex_HindIII_Rep2	mm10	750	1000000	0.0730182254898
GSE35156_mm10_ES_HindIII_Rep1	mm10	0	40000	0.0608400296472
GSE35156_mm10_ES_HindIII_Rep1	mm10	0	200000	0.110105867448
GSE35156_mm10_ES_HindIII_Rep1	mm10	0	1000000	0.126384122479
GSE35156_mm10_ES_HindIII_Rep1	mm10	1	40000	0.0608088608278
GSE35156_mm10_ES_HindIII_Rep1	mm10	1	200000	0.110075341999
GSE35156_mm10_ES_HindIII_Rep1	mm10	1	1000000	0.126383135406
GSE35156_mm10_ES_HindIII_Rep1	mm10	5	40000	0.0606726710109
GSE35156_mm10_ES_HindIII_Rep1	mm10	5	200000	0.109943025471
GSE35156_mm10_ES_HindIII_Rep1	mm10	5	1000000	0.126349397787
GSE35156_mm10_ES_HindIII_Rep1	mm10	10	40000	0.060501065818
GSE35156_mm10_ES_HindIII_Rep1	mm10	10	200000	0.10978664851
GSE35156_mm10_ES_HindIII_Rep1	mm10	10	1000000	0.126405923057
GSE35156_mm10_ES_HindIII_Rep1	mm10	20	40000	0.0601388399262
GSE35156_mm10_ES_HindIII_Rep1	mm10	20	200000	0.109514988984
GSE35156_mm10_ES_HindIII_Rep1	mm10	20	1000000	0.126382850729
GSE35156_mm10_ES_HindIII_Rep1	mm10	50	40000	0.0590437955595
GSE35156_mm10_ES_HindIII_Rep1	mm10	50	200000	0.108555670311
GSE35156_mm10_ES_HindIII_Rep1	mm10	50	1000000	0.126205616008
GSE35156_mm10_ES_HindIII_Rep1	mm10	100	40000	0.0571723138507
GSE35156_mm10_ES_HindIII_Rep1	mm10	100	200000	0.10683277685
GSE35156_mm10_ES_HindIII_Rep1	mm10	100	1000000	0.125929333827
GSE35156_mm10_ES_HindIII_Rep1	mm10	200	40000	0.0530669034143
GSE35156_mm10_ES_HindIII_Rep1	mm10	200	200000	0.103154899746
GSE35156_mm10_ES_HindIII_Rep1	mm10	200	1000000	0.125173148865
GSE35156_mm10_ES_HindIII_Rep1	mm10	350	40000	0.0460186983781
GSE35156_mm10_ES_HindIII_Rep1	mm10	350	200000	0.0961054750734
GSE35156_mm10_ES_HindIII_Rep1	mm10	350	1000000	0.123515552673
GSE35156_mm10_ES_HindIII_Rep1	mm10	500	40000	0.0374777305291
GSE35156_mm10_ES_HindIII_Rep1	mm10	500	200000	0.0864120867735
GSE35156_mm10_ES_HindIII_Rep1	mm10	500	1000000	0.12096848911
GSE35156_mm10_ES_HindIII_Rep1	mm10	750	40000	0.0193917986174
GSE35156_mm10_ES_HindIII_Rep1	mm10	750	200000	0.0593715214037
GSE35156_mm10_ES_HindIII_Rep1	mm10	750	1000000	0.110187182186
GSE35156_mm10_ES_HindIII_Rep2	mm10	0	40000	0.0325725483687
GSE35156_mm10_ES_HindIII_Rep2	mm10	0	200000	0.0802684415929
GSE35156_mm10_ES_HindIII_Rep2	mm10	0	1000000	0.109307724556
GSE35156_mm10_ES_HindIII_Rep2	mm10	1	40000	0.0325451524045
GSE35156_mm10_ES_HindIII_Rep2	mm10	1	200000	0.0802387028207
GSE35156_mm10_ES_HindIII_Rep2	mm10	1	1000000	0.1092951873
GSE35156_mm10_ES_HindIII_Rep2	mm10	5	40000	0.032421115742
GSE35156_mm10_ES_HindIII_Rep2	mm10	5	200000	0.0800838264657
GSE35156_mm10_ES_HindIII_Rep2	mm10	5	1000000	0.109226787951
GSE35156_mm10_ES_HindIII_Rep2	mm10	10	40000	0.0322770262633
GSE35156_mm10_ES_HindIII_Rep2	mm10	10	200000	0.0798840273651
GSE35156_mm10_ES_HindIII_Rep2	mm10	10	1000000	0.109238417131
GSE35156_mm10_ES_HindIII_Rep2	mm10	20	40000	0.0319898409123
GSE35156_mm10_ES_HindIII_Rep2	mm10	20	200000	0.0794948984721
GSE35156_mm10_ES_HindIII_Rep2	mm10	20	1000000	0.109161685365
GSE35156_mm10_ES_HindIII_Rep2	mm10	50	40000	0.031118566005
GSE35156_mm10_ES_HindIII_Rep2	mm10	50	200000	0.0782692313606
GSE35156_mm10_ES_HindIII_Rep2	mm10	50	1000000	0.108880489631
GSE35156_mm10_ES_HindIII_Rep2	mm10	100	40000	0.0296342307807
GSE35156_mm10_ES_HindIII_Rep2	mm10	100	200000	0.076237941062
GSE35156_mm10_ES_HindIII_Rep2	mm10	100	1000000	0.108466200842
GSE35156_mm10_ES_HindIII_Rep2	mm10	200	40000	0.0264698466198
GSE35156_mm10_ES_HindIII_Rep2	mm10	200	200000	0.0716775091603
GSE35156_mm10_ES_HindIII_Rep2	mm10	200	1000000	0.107196658392
GSE35156_mm10_ES_HindIII_Rep2	mm10	350	40000	0.0214984878198
GSE35156_mm10_ES_HindIII_Rep2	mm10	350	200000	0.0637500705778
GSE35156_mm10_ES_HindIII_Rep2	mm10	350	1000000	0.104673511667
GSE35156_mm10_ES_HindIII_Rep2	mm10	500	40000	0.0161613304921
GSE35156_mm10_ES_HindIII_Rep2	mm10	500	200000	0.053796549008
GSE35156_mm10_ES_HindIII_Rep2	mm10	500	1000000	0.100765511329
GSE35156_mm10_ES_HindIII_Rep2	mm10	750	40000	0.00678042392407
GSE35156_mm10_ES_HindIII_Rep2	mm10	750	200000	0.0308016142308
GSE35156_mm10_ES_HindIII_Rep2	mm10	750	1000000	0.0863221588842
GSE38468_dm6_Kc167_HindIII_Rep1	dm6	0	4000	0.0500253072751
GSE38468_dm6_Kc167_HindIII_Rep1	dm6	0	20000	0.0620179001344
GSE38468_dm6_Kc167_HindIII_Rep1	dm6	0	100000	0.0882909256894
GSE38468_dm6_Kc167_HindIII_Rep1	dm6	1	4000	0.0499897159149
GSE38468_dm6_Kc167_HindIII_Rep1	dm6	1	20000	0.0619904977499
GSE38468_dm6_Kc167_HindIII_Rep1	dm6	1	100000	0.0882803657313
GSE38468_dm6_Kc167_HindIII_Rep1	dm6	5	4000	0.0498434503466
GSE38468_dm6_Kc167_HindIII_Rep1	dm6	5	20000	0.061813502241
GSE38468_dm6_Kc167_HindIII_Rep1	dm6	5	100000	0.0881537322383
GSE38468_dm6_Kc167_HindIII_Rep1	dm6	10	4000	0.0496521160089
GSE38468_dm6_Kc167_HindIII_Rep1	dm6	10	20000	0.0616184721048
GSE38468_dm6_Kc167_HindIII_Rep1	dm6	10	100000	0.0880493375441
GSE38468_dm6_Kc167_HindIII_Rep1	dm6	20	4000	0.0492743406267
GSE38468_dm6_Kc167_HindIII_Rep1	dm6	20	20000	0.0612648534788
GSE38468_dm6_Kc167_HindIII_Rep1	dm6	20	100000	0.0877729961624
GSE38468_dm6_Kc167_HindIII_Rep1	dm6	50	4000	0.048139713111
GSE38468_dm6_Kc167_HindIII_Rep1	dm6	50	20000	0.0600322740755
GSE38468_dm6_Kc167_HindIII_Rep1	dm6	50	100000	0.0868317015087
GSE38468_dm6_Kc167_HindIII_Rep1	dm6	100	4000	0.0462260433506
GSE38468_dm6_Kc167_HindIII_Rep1	dm6	100	20000	0.0579714551864
GSE38468_dm6_Kc167_HindIII_Rep1	dm6	100	100000	0.0852726730291
GSE38468_dm6_Kc167_HindIII_Rep1	dm6	200	4000	0.0421147929033
GSE38468_dm6_Kc167_HindIII_Rep1	dm6	200	20000	0.0535007393183
GSE38468_dm6_Kc167_HindIII_Rep1	dm6	200	100000	0.0820281521522
GSE38468_dm6_Kc167_HindIII_Rep1	dm6	350	4000	0.0352582549772
GSE38468_dm6_Kc167_HindIII_Rep1	dm6	350	20000	0.0460666332939
GSE38468_dm6_Kc167_HindIII_Rep1	dm6	350	100000	0.0756943380502
GSE38468_dm6_Kc167_HindIII_Rep1	dm6	500	4000	0.0276162085739
GSE38468_dm6_Kc167_HindIII_Rep1	dm6	500	20000	0.0375852190525
GSE38468_dm6_Kc167_HindIII_Rep1	dm6	500	100000	0.0677269759778
GSE38468_dm6_Kc167_HindIII_Rep1	dm6	750	4000	0.0127094290984
GSE38468_dm6_Kc167_HindIII_Rep1	dm6	750	20000	0.0195230263679
GSE38468_dm6_Kc167_HindIII_Rep1	dm6	750	100000	0.0457087171013
GSE38468_dm6_Kc167_HindIII_Rep2	dm6	0	4000	0.0738744227886
GSE38468_dm6_Kc167_HindIII_Rep2	dm6	0	20000	0.0838631389537
GSE38468_dm6_Kc167_HindIII_Rep2	dm6	0	100000	0.106921691609
GSE38468_dm6_Kc167_HindIII_Rep2	dm6	1	4000	0.0738325500269
GSE38468_dm6_Kc167_HindIII_Rep2	dm6	1	20000	0.0838281750853
GSE38468_dm6_Kc167_HindIII_Rep2	dm6	1	100000	0.106904867994
GSE38468_dm6_Kc167_HindIII_Rep2	dm6	5	4000	0.0736536892937
GSE38468_dm6_Kc167_HindIII_Rep2	dm6	5	20000	0.0836801524188
GSE38468_dm6_Kc167_HindIII_Rep2	dm6	5	100000	0.106811187517
GSE38468_dm6_Kc167_HindIII_Rep2	dm6	10	4000	0.0734155893221
GSE38468_dm6_Kc167_HindIII_Rep2	dm6	10	20000	0.0834603640729
GSE38468_dm6_Kc167_HindIII_Rep2	dm6	10	100000	0.106668576995
GSE38468_dm6_Kc167_HindIII_Rep2	dm6	20	4000	0.0729521214557
GSE38468_dm6_Kc167_HindIII_Rep2	dm6	20	20000	0.0830643505723
GSE38468_dm6_Kc167_HindIII_Rep2	dm6	20	100000	0.106410495388
GSE38468_dm6_Kc167_HindIII_Rep2	dm6	50	4000	0.0716039991741
GSE38468_dm6_Kc167_HindIII_Rep2	dm6	50	20000	0.0817583482018
GSE38468_dm6_Kc167_HindIII_Rep2	dm6	50	100000	0.105643986444
GSE38468_dm6_Kc167_HindIII_Rep2	dm6	100	4000	0.0691476277503
GSE38468_dm6_Kc167_HindIII_Rep2	dm6	100	20000	0.0796035996931
GSE38468_dm6_Kc167_HindIII_Rep2	dm6	100	100000	0.104212941573
GSE38468_dm6_Kc167_HindIII_Rep2	dm6	200	4000	0.0640312335698
GSE38468_dm6_Kc167_HindIII_Rep2	dm6	200	20000	0.0748542889142
GSE38468_dm6_Kc167_HindIII_Rep2	dm6	200	100000	0.100843348621
GSE38468_dm6_Kc167_HindIII_Rep2	dm6	350	4000	0.0552957237033
GSE38468_dm6_Kc167_HindIII_Rep2	dm6	350	20000	0.0664972269663
GSE38468_dm6_Kc167_HindIII_Rep2	dm6	350	100000	0.0951568127752
GSE38468_dm6_Kc167_HindIII_Rep2	dm6	500	4000	0.0449229905767
GSE38468_dm6_Kc167_HindIII_Rep2	dm6	500	20000	0.0559990265288
GSE38468_dm6_Kc167_HindIII_Rep2	dm6	500	100000	0.0866677892718
GSE38468_dm6_Kc167_HindIII_Rep2	dm6	750	4000	0.0228894919276
GSE38468_dm6_Kc167_HindIII_Rep2	dm6	750	20000	0.031969234477
GSE38468_dm6_Kc167_HindIII_Rep2	dm6	750	100000	0.063413843332
GSE48592_hg38_GM12878_HindIII_Rep1	hg38	0	40000	0.031450804485
GSE48592_hg38_GM12878_HindIII_Rep1	hg38	0	200000	0.103707761792
GSE48592_hg38_GM12878_HindIII_Rep1	hg38	0	1000000	0.115612989955
GSE48592_hg38_GM12878_HindIII_Rep1	hg38	1	40000	0.0314235196771
GSE48592_hg38_GM12878_HindIII_Rep1	hg38	1	200000	0.103675788614
GSE48592_hg38_GM12878_HindIII_Rep1	hg38	1	1000000	0.115610950392
GSE48592_hg38_GM12878_HindIII_Rep1	hg38	5	40000	0.0313076877349
GSE48592_hg38_GM12878_HindIII_Rep1	hg38	5	200000	0.103548514461
GSE48592_hg38_GM12878_HindIII_Rep1	hg38	5	1000000	0.115588795366
GSE48592_hg38_GM12878_HindIII_Rep1	hg38	10	40000	0.0311749533
GSE48592_hg38_GM12878_HindIII_Rep1	hg38	10	200000	0.103372494916
GSE48592_hg38_GM12878_HindIII_Rep1	hg38	10	1000000	0.115560868464
GSE48592_hg38_GM12878_HindIII_Rep1	hg38	20	40000	0.0308978672122
GSE48592_hg38_GM12878_HindIII_Rep1	hg38	20	200000	0.103049555042
GSE48592_hg38_GM12878_HindIII_Rep1	hg38	20	1000000	0.115513741525
GSE48592_hg38_GM12878_HindIII_Rep1	hg38	50	40000	0.0300671288755
GSE48592_hg38_GM12878_HindIII_Rep1	hg38	50	200000	0.102020197033
GSE48592_hg38_GM12878_HindIII_Rep1	hg38	50	1000000	0.115483763223
GSE48592_hg38_GM12878_HindIII_Rep1	hg38	100	40000	0.0286545983623
GSE48592_hg38_GM12878_HindIII_Rep1	hg38	100	200000	0.10021174645
GSE48592_hg38_GM12878_HindIII_Rep1	hg38	100	1000000	0.115231001918
GSE48592_hg38_GM12878_HindIII_Rep1	hg38	200	40000	0.0257028608883
GSE48592_hg38_GM12878_HindIII_Rep1	hg38	200	200000	0.0960852902401
GSE48592_hg38_GM12878_HindIII_Rep1	hg38	200	1000000	0.114426785492
GSE48592_hg38_GM12878_HindIII_Rep1	hg38	350	40000	0.0209080088767
GSE48592_hg38_GM12878_HindIII_Rep1	hg38	350	200000	0.0884633701234
GSE48592_hg38_GM12878_HindIII_Rep1	hg38	350	1000000	0.113112601503
GSE48592_hg38_GM12878_HindIII_Rep1	hg38	500	40000	0.0157608153605
GSE48592_hg38_GM12878_HindIII_Rep1	hg38	500	200000	0.0783487703504
GSE48592_hg38_GM12878_HindIII_Rep1	hg38	500	1000000	0.111163768485
GSE48592_hg38_GM12878_HindIII_Rep1	hg38	750	40000	0.00664154755142
GSE48592_hg38_GM12878_HindIII_Rep1	hg38	750	200000	0.0510934288327
GSE48592_hg38_GM12878_HindIII_Rep1	hg38	750	1000000	0.102193774311
GSE48592_hg38_GM12878_HindIII_Rep2	hg38	0	40000	0.0290223785616
GSE48592_hg38_GM12878_HindIII_Rep2	hg38	0	200000	0.0999398629443
GSE48592_hg38_GM12878_HindIII_Rep2	hg38	0	1000000	0.115217547114
GSE48592_hg38_GM12878_HindIII_Rep2	hg38	1	40000	0.0289961792078
GSE48592_hg38_GM12878_HindIII_Rep2	hg38	1	200000	0.0999122445982
GSE48592_hg38_GM12878_HindIII_Rep2	hg38	1	1000000	0.115210453903
GSE48592_hg38_GM12878_HindIII_Rep2	hg38	5	40000	0.028889150842
GSE48592_hg38_GM12878_HindIII_Rep2	hg38	5	200000	0.099784560532
GSE48592_hg38_GM12878_HindIII_Rep2	hg38	5	1000000	0.115184043729
GSE48592_hg38_GM12878_HindIII_Rep2	hg38	10	40000	0.0287605720202
GSE48592_hg38_GM12878_HindIII_Rep2	hg38	10	200000	0.0996109237604
GSE48592_hg38_GM12878_HindIII_Rep2	hg38	10	1000000	0.115152315438
GSE48592_hg38_GM12878_HindIII_Rep2	hg38	20	40000	0.0285051744545
GSE48592_hg38_GM12878_HindIII_Rep2	hg38	20	200000	0.0992538971464
GSE48592_hg38_GM12878_HindIII_Rep2	hg38	20	1000000	0.114984537176
GSE48592_hg38_GM12878_HindIII_Rep2	hg38	50	40000	0.0277119792132
GSE48592_hg38_GM12878_HindIII_Rep2	hg38	50	200000	0.0982195336694
GSE48592_hg38_GM12878_HindIII_Rep2	hg38	50	1000000	0.114884671174
GSE48592_hg38_GM12878_HindIII_Rep2	hg38	100	40000	0.0263807022473
GSE48592_hg38_GM12878_HindIII_Rep2	hg38	100	200000	0.0963935786014
GSE48592_hg38_GM12878_HindIII_Rep2	hg38	100	1000000	0.114574851298
GSE48592_hg38_GM12878_HindIII_Rep2	hg38	200	40000	0.0236324162231
GSE48592_hg38_GM12878_HindIII_Rep2	hg38	200	200000	0.0922550674148
GSE48592_hg38_GM12878_HindIII_Rep2	hg38	200	1000000	0.113654203875
GSE48592_hg38_GM12878_HindIII_Rep2	hg38	350	40000	0.0191907854704
GSE48592_hg38_GM12878_HindIII_Rep2	hg38	350	200000	0.0845737802603
GSE48592_hg38_GM12878_HindIII_Rep2	hg38	350	1000000	0.111965891636
GSE48592_hg38_GM12878_HindIII_Rep2	hg38	500	40000	0.0144419404539
GSE48592_hg38_GM12878_HindIII_Rep2	hg38	500	200000	0.0744928974888
GSE48592_hg38_GM12878_HindIII_Rep2	hg38	500	1000000	0.109624414353
GSE48592_hg38_GM12878_HindIII_Rep2	hg38	750	40000	0.00600065899571
GSE48592_hg38_GM12878_HindIII_Rep2	hg38	750	200000	0.0476474407191
